StudentID,Gender,Age,StudyHours,GPA,Attendance,Participation,AssignmentsCompleted,ProjectsCompleted,Extracurriculars
411,Male,21,13.41,2.12,92.51,9.86,8.0,4.0,Clubs
412,Female,22,5.06,2.65,85.32,5.22,8.0,2.0,Arts
413,Female,21,10.94,2.36,64.52,8.26,7.0,4.0,Clubs
414,Male,21,8.6,1.69,58.26,5.76,2.0,0.0,Arts
415,Male,21,5.06,0.8,96.07,8.74,17.0,2.0,Sports
416,Male,23,14.83,1.22,71.15,,13.0,1.0,None
417,Male,24,0.38,2.1,63.94,6.43,2.0,3.0,Arts
418,Female,19,3.79,2.61,73.55,5.65,16.0,3.0,Sports
419,Female,24,7.8,3.12,95.89,7.23,3.0,,Sports
420,Female,22,7.83,3.07,69.35,4.2,17.0,1.0,Sports
421,Female,21,8.83,3.89,78.13,,14.0,,Clubs
422,Female,24,11.28,1.14,90.15,0.4,18.0,3.0,Clubs
423,Female,23,,0.28,,4.79,5.0,,Sports
424,Male,22,9.0,1.38,61.68,5.99,14.0,3.0,Sports
425,Female,20,0.8,2.97,99.73,0.79,6.0,1.0,Arts
426,Male,24,5.65,1.75,97.83,2.87,11.0,0.0,Arts
427,Male,20,3.48,3.27,92.17,3.22,15.0,1.0,None
428,Female,21,3.98,2.2,84.42,5.63,8.0,4.0,Arts
429,Male,23,8.32,3.72,64.74,2.78,19.0,1.0,None
430,Female,23,2.99,3.79,95.67,0.96,4.0,1.0,None
431,Male,24,4.41,0.28,63.78,1.65,10.0,3.0,None
432,Female,22,3.56,1.83,90.04,1.74,1.0,1.0,Clubs
433,Male,22,14.23,2.44,95.91,8.43,15.0,2.0,Arts
434,Female,23,14.17,1.02,80.15,2.84,3.0,3.0,Sports
435,Female,22,9.15,,90.15,7.15,4.0,3.0,None
436,Female,23,13.87,2.71,89.58,5.68,6.0,4.0,Sports
437,Female,24,11.79,0.91,,9.77,5.0,2.0,None
438,Female,19,8.85,2.41,83.4,2.73,9.0,1.0,Arts
439,Male,23,0.1,2.79,54.67,1.58,13.0,4.0,None
440,Male,20,11.59,0.36,75.39,0.52,7.0,2.0,Arts
441,Male,22,10.54,,58.11,2.41,13.0,4.0,Sports
442,Female,23,9.23,1.05,70.82,6.84,13.0,0.0,Arts
443,Male,23,11.41,2.9,91.65,0.85,19.0,1.0,Sports
444,Female,24,7.69,0.76,99.36,2.45,2.0,4.0,Arts
445,Female,22,10.56,3.57,65.9,8.55,0.0,0.0,None
446,Male,19,14.03,1.72,76.6,5.83,,1.0,None
447,Male,24,5.64,0.79,75.56,0.7,8.0,4.0,Arts
448,Female,19,,1.75,,0.48,1.0,4.0,Sports
449,Male,24,7.14,1.63,73.93,0.61,15.0,,Sports
450,Female,22,10.12,1.72,84.96,9.42,7.0,4.0,Sports
451,Female,18,11.44,2.34,96.09,8.5,5.0,3.0,Arts
452,Female,22,0.68,2.08,68.67,8.45,12.0,4.0,Arts
453,Female,22,9.7,0.6,95.11,9.24,0.0,3.0,Arts
454,Female,19,3.4,0.26,95.87,5.05,18.0,3.0,Arts
455,Male,19,,2.92,96.53,2.47,14.0,0.0,Sports
456,Male,22,7.02,2.24,63.52,4.01,0.0,1.0,Sports
457,Female,22,11.6,1.44,70.02,7.19,9.0,3.0,Clubs
458,Female,22,1.85,3.23,93.52,8.76,0.0,2.0,Arts
459,Male,19,9.39,1.55,67.96,,11.0,3.0,Clubs
460,Male,22,4.18,3.18,80.01,5.35,10.0,2.0,Arts
461,Female,22,12.79,1.22,55.9,9.32,16.0,0.0,Clubs
462,Male,21,13.93,0.29,52.81,1.07,3.0,,Sports
463,Female,18,14.95,3.73,70.6,8.62,6.0,0.0,Sports
464,Male,20,11.94,1.58,78.95,1.59,,0.0,Clubs
465,Female,18,11.31,3.17,69.63,4.84,12.0,0.0,None
466,Male,21,3.23,1.12,78.89,2.18,4.0,2.0,Arts
467,Female,20,5.04,2.59,75.75,6.03,5.0,2.0,Clubs
468,Male,24,6.99,3.49,84.29,5.59,1.0,0.0,Clubs
469,Male,22,,0.17,82.48,3.8,6.0,0.0,None
470,Female,21,13.72,3.32,71.21,8.63,13.0,1.0,Sports
471,Male,24,2.84,2.29,71.25,6.6,13.0,0.0,Clubs
472,Female,22,13.84,2.43,,7.21,9.0,4.0,Sports
473,Male,19,10.43,2.09,75.66,1.51,3.0,1.0,Arts
474,Female,23,9.16,3.5,79.36,8.83,2.0,1.0,None
475,Male,21,3.0,0.17,73.82,1.67,13.0,1.0,Sports
476,Female,19,0.83,1.04,66.29,2.23,5.0,4.0,Clubs
477,Male,21,8.53,3.5,,1.28,14.0,1.0,None
478,Female,21,9.77,3.01,53.73,4.4,7.0,1.0,None
479,Male,19,,0.07,95.72,8.88,4.0,2.0,None
480,Female,20,8.35,2.07,51.03,2.52,2.0,2.0,None
481,Female,18,12.85,2.12,98.12,3.74,2.0,0.0,None
482,Female,22,12.53,1.6,73.12,8.46,,0.0,Arts
483,Male,21,13.91,1.19,70.63,6.18,1.0,3.0,Arts
484,Female,22,5.49,2.73,62.82,7.52,0.0,4.0,None
485,Male,23,4.77,0.83,50.5,2.14,11.0,2.0,Clubs
486,Female,19,11.24,3.2,63.74,7.16,7.0,0.0,Clubs
487,Male,22,,3.21,55.47,2.28,18.0,4.0,Arts
488,Female,19,1.31,1.66,82.99,9.87,8.0,1.0,Sports
489,Male,22,4.24,1.13,65.95,5.6,13.0,4.0,None
490,Male,18,6.28,1.14,88.36,6.96,17.0,2.0,Clubs
491,Female,18,4.39,1.93,60.35,,9.0,3.0,Arts
492,Male,18,4.98,2.88,95.01,2.51,8.0,2.0,Arts
493,Male,18,4.41,1.44,,1.4,5.0,0.0,Sports
494,Female,18,0.62,2.44,55.73,3.9,0.0,0.0,Sports
495,Male,18,9.56,1.53,70.04,2.84,4.0,4.0,Clubs
496,Male,19,8.96,1.22,60.34,7.33,9.0,2.0,Sports
497,Male,21,9.8,0.1,59.98,1.09,12.0,0.0,Sports
498,Female,22,2.88,0.02,75.32,7.52,3.0,,None
499,Male,18,4.43,0.91,83.59,0.46,0.0,1.0,Arts
500,Female,19,9.29,1.63,95.58,2.02,1.0,3.0,Arts
501,Male,19,8.99,3.41,75.11,7.92,3.0,4.0,Sports
502,Male,19,7.59,3.19,98.29,7.43,16.0,0.0,Arts
503,Male,21,5.26,1.07,97.08,4.76,9.0,3.0,Arts
504,Female,22,13.69,0.98,93.25,0.5,11.0,1.0,Clubs
505,Male,21,5.1,0.91,75.0,6.1,1.0,3.0,Arts
506,Male,20,6.83,1.36,57.05,4.07,2.0,3.0,Sports
507,Female,24,10.17,1.99,60.9,3.17,13.0,0.0,Clubs
508,Male,19,8.15,1.75,82.38,6.4,14.0,0.0,Arts
509,Female,20,5.2,0.87,71.09,,12.0,,Arts
510,Female,23,6.53,0.52,57.34,0.92,8.0,4.0,Clubs
511,Male,18,11.92,0.05,73.95,9.16,1.0,3.0,Clubs
512,Female,24,4.17,0.62,50.87,,18.0,3.0,Arts
513,Male,18,2.13,2.82,86.69,0.56,15.0,4.0,None
514,Female,21,4.7,0.97,53.68,5.25,10.0,1.0,None
515,Female,24,12.74,1.87,81.46,0.83,11.0,2.0,Arts
516,Male,22,1.33,2.37,89.65,8.37,0.0,1.0,Arts
517,Female,20,14.88,3.55,56.63,6.13,1.0,4.0,Clubs
518,Female,22,,3.56,75.93,1.72,,3.0,Clubs
519,Female,21,14.77,2.98,88.95,0.21,1.0,,Arts
520,Female,18,14.08,0.14,63.03,0.32,18.0,0.0,Arts
521,Female,24,6.79,2.3,58.15,,9.0,0.0,Arts
522,Male,22,2.98,3.15,66.84,7.34,18.0,3.0,Arts
523,Female,22,2.47,0.07,,1.21,9.0,,None
524,Male,18,3.6,,78.76,2.21,15.0,0.0,Clubs
525,Female,24,10.65,3.43,56.54,3.27,12.0,0.0,Sports
526,Male,20,4.09,1.9,72.88,2.18,15.0,1.0,Arts
527,Male,18,5.12,0.02,63.41,3.91,17.0,3.0,Arts
528,Female,22,6.73,0.04,92.1,5.6,7.0,3.0,Arts
529,Female,20,13.7,1.67,65.68,6.85,17.0,,Sports
530,Female,20,2.84,0.62,91.94,9.64,12.0,1.0,Clubs
531,Male,18,0.08,2.66,71.43,9.31,6.0,2.0,Clubs
532,Female,22,0.9,2.84,86.33,5.7,17.0,2.0,Arts
533,Male,21,13.57,0.71,75.5,7.34,5.0,2.0,Arts
534,Male,22,9.71,3.55,81.1,9.51,8.0,0.0,Clubs
535,Male,19,4.1,1.77,,0.83,5.0,,Sports
536,Female,24,2.66,0.57,,0.06,,4.0,Arts
537,Female,23,4.41,3.06,71.26,0.3,16.0,0.0,Sports
538,Male,21,1.72,3.16,72.87,5.63,11.0,0.0,Sports
539,Male,20,14.12,2.56,75.88,7.63,2.0,2.0,Clubs
540,Female,21,11.76,3.41,91.59,3.67,4.0,,Arts
541,Male,24,6.94,2.95,82.97,5.45,6.0,1.0,None
542,Female,20,12.97,3.53,67.46,5.16,9.0,1.0,Clubs
543,Male,24,3.74,1.74,83.52,0.95,9.0,2.0,Clubs
544,Female,20,10.76,2.99,82.12,3.22,18.0,4.0,None
545,Male,21,12.84,4.0,96.55,0.19,3.0,0.0,Arts
546,Female,20,5.35,2.9,92.07,1.11,9.0,,Sports
547,Male,20,11.36,0.46,82.37,8.12,17.0,2.0,Sports
548,Female,19,4.43,2.07,67.08,8.29,2.0,0.0,Sports
549,Female,22,4.48,2.35,88.98,8.02,2.0,2.0,Arts
550,Male,22,1.61,0.7,78.76,7.27,4.0,2.0,Clubs
551,Male,23,6.6,3.85,99.26,7.93,,4.0,Clubs
552,Female,23,10.95,0.7,62.38,6.71,19.0,3.0,Clubs
553,Male,19,14.1,0.71,53.98,,12.0,0.0,Clubs
554,Female,23,9.06,3.66,,6.67,10.0,2.0,Clubs
555,Male,24,12.95,1.86,82.0,5.14,12.0,2.0,None
556,Female,21,12.34,0.25,96.96,3.63,18.0,0.0,Sports
557,Female,18,2.6,2.39,50.1,7.3,5.0,2.0,Sports
558,Female,24,7.29,2.41,86.29,2.99,12.0,2.0,Arts
559,Female,18,1.75,0.26,82.85,5.43,3.0,2.0,None
560,Female,18,10.23,3.89,86.62,4.33,4.0,1.0,Clubs
561,Female,19,14.25,2.18,67.77,2.77,18.0,1.0,Clubs
562,Male,24,2.06,2.24,91.02,9.75,4.0,3.0,Clubs
563,Male,19,11.01,2.08,52.24,2.59,13.0,4.0,None
564,Male,20,,2.44,87.77,3.09,3.0,0.0,Arts
565,Female,18,8.75,1.06,63.35,1.62,11.0,4.0,None
566,Female,21,5.85,1.15,73.84,8.23,,4.0,Arts
567,Female,23,5.33,2.05,91.13,5.87,18.0,,Sports
568,Female,21,0.68,3.23,63.57,6.13,9.0,3.0,Arts
569,Male,23,3.27,,59.26,8.21,0.0,4.0,Sports
570,Male,18,0.23,2.41,84.07,3.43,15.0,4.0,Arts
571,Female,18,8.72,3.23,76.67,1.94,3.0,2.0,Sports
572,Male,18,1.59,0.63,75.72,1.98,8.0,0.0,Sports
573,Male,19,13.1,0.06,62.84,7.33,17.0,3.0,Clubs
574,Female,24,7.85,1.25,51.74,6.14,16.0,0.0,Arts
575,Male,23,10.5,2.35,70.51,2.06,14.0,1.0,Clubs
576,Female,24,6.16,0.55,55.33,1.45,18.0,4.0,Sports
577,Male,19,8.41,1.7,95.3,1.21,,4.0,Clubs
578,Female,19,14.14,2.21,52.06,6.28,17.0,0.0,None
579,Female,22,1.24,2.4,71.58,0.0,5.0,1.0,Clubs
580,Female,21,3.81,1.1,52.61,0.18,18.0,2.0,Arts
581,Female,21,11.7,1.6,54.78,3.9,11.0,2.0,Clubs
582,Male,20,1.48,3.11,82.94,6.91,2.0,4.0,None
583,Female,19,1.13,3.76,82.36,6.95,0.0,4.0,Clubs
584,Female,23,5.42,3.45,51.65,4.3,4.0,3.0,Sports
585,Female,22,1.38,2.26,50.06,6.91,0.0,0.0,Sports
586,Male,22,8.78,1.64,53.94,5.21,7.0,,Sports
587,Female,24,3.39,1.33,88.15,9.77,6.0,1.0,Arts
588,Male,21,13.44,0.5,79.23,1.62,14.0,0.0,Clubs
589,Female,19,11.75,0.43,51.91,6.01,,,Sports
590,Male,20,10.5,2.75,74.4,4.91,17.0,,Clubs
591,Male,19,9.25,1.04,85.6,1.94,13.0,3.0,None
592,Female,24,12.95,1.02,93.45,7.5,8.0,,None
593,Male,18,3.35,3.99,96.7,2.76,4.0,2.0,Arts
594,Female,19,13.1,0.75,66.37,3.82,3.0,1.0,Clubs
595,Female,24,11.84,0.59,56.79,3.75,11.0,2.0,None
596,Female,18,11.22,0.39,61.85,2.44,,2.0,Arts
597,Male,18,8.42,2.32,88.81,4.31,12.0,1.0,Arts
598,Male,20,3.69,2.51,98.57,4.73,0.0,4.0,Sports
599,Female,23,6.35,1.46,73.32,7.44,2.0,4.0,None
600,Female,21,11.9,2.14,65.27,7.65,7.0,2.0,Clubs
601,Male,19,0.48,3.15,71.46,1.59,17.0,2.0,None
602,Female,18,11.73,3.27,65.24,5.93,15.0,3.0,None
603,Female,19,3.6,3.83,62.82,8.96,19.0,4.0,Clubs
604,Female,23,2.16,3.3,79.69,1.09,19.0,1.0,Clubs
605,Male,21,1.74,2.26,50.79,4.73,,2.0,Sports
606,Male,23,0.41,0.72,62.98,7.5,1.0,2.0,Arts
607,Male,21,7.85,0.4,83.07,6.11,16.0,3.0,Clubs
608,Female,22,3.27,0.22,51.6,1.01,9.0,3.0,Clubs
609,Female,21,14.84,2.67,54.16,3.97,6.0,,None
610,Female,20,8.62,,64.67,5.07,9.0,0.0,Clubs
611,Male,23,2.07,2.03,93.89,9.96,18.0,1.0,Clubs
612,Female,18,10.33,0.22,88.24,1.79,19.0,0.0,None
613,Female,22,13.47,2.14,,9.82,8.0,2.0,None
614,Female,20,11.18,3.74,75.09,3.76,16.0,3.0,None
615,Female,19,1.15,2.39,63.73,2.0,8.0,3.0,Sports
616,Male,23,13.44,,82.43,4.14,8.0,3.0,Arts
617,Male,24,11.91,3.2,86.08,6.14,4.0,4.0,Clubs
618,Female,24,2.37,3.73,93.14,2.13,6.0,1.0,None
619,Male,18,0.78,3.08,73.77,2.91,10.0,0.0,None
620,Male,21,8.36,2.99,,8.55,7.0,1.0,Arts
621,Female,18,2.34,0.94,99.0,9.99,13.0,3.0,Sports
622,Female,24,12.52,0.24,94.11,3.18,1.0,2.0,Clubs
623,Male,19,5.38,2.07,78.74,1.49,9.0,4.0,Sports
624,Female,22,13.69,0.5,69.9,7.93,15.0,1.0,Sports
625,Male,22,8.49,3.85,68.22,6.0,15.0,,Sports
626,Female,23,2.74,1.16,50.61,1.0,18.0,3.0,None
627,Male,22,2.09,3.41,62.46,9.47,10.0,3.0,Arts
628,Female,23,8.65,1.55,85.94,0.78,5.0,3.0,Arts
629,Male,23,11.43,1.29,80.18,6.25,5.0,3.0,Arts
630,Male,23,11.72,3.74,95.82,4.24,,4.0,Sports
631,Male,24,4.14,,52.5,5.57,15.0,4.0,Clubs
632,Female,24,3.06,1.56,57.76,2.13,12.0,1.0,Sports
633,Male,21,0.25,0.42,89.46,6.88,2.0,3.0,Arts
634,Male,20,,2.68,,9.6,8.0,4.0,None
635,Female,23,1.15,1.16,55.92,4.58,2.0,2.0,Sports
636,Female,23,6.31,2.34,99.82,5.23,5.0,4.0,None
637,Male,20,9.03,2.37,89.36,2.4,16.0,4.0,Arts
638,Male,18,14.06,2.88,70.44,8.92,2.0,1.0,Sports
639,Female,23,4.68,2.98,91.17,9.71,1.0,4.0,None
640,Female,21,3.75,2.06,84.03,7.86,11.0,,Sports
641,Female,22,,1.32,89.5,5.43,5.0,3.0,Arts
642,Female,22,9.29,,90.76,9.57,9.0,0.0,Clubs
643,Female,19,4.98,1.24,54.24,1.54,10.0,1.0,Arts
644,Male,19,13.92,2.03,81.15,4.78,15.0,2.0,Clubs
645,Female,22,12.67,1.61,50.34,5.38,15.0,1.0,Clubs
646,Male,22,3.36,3.42,52.17,4.92,17.0,3.0,Arts
647,Male,24,3.59,1.73,95.2,8.02,8.0,4.0,None
648,Male,21,7.68,1.54,76.38,6.7,18.0,4.0,Sports
649,Female,20,11.6,2.76,86.8,1.27,1.0,2.0,Sports
650,Male,19,0.66,2.41,91.93,3.46,,3.0,Sports
651,Male,24,10.4,0.43,97.48,3.39,15.0,0.0,Clubs
652,Female,24,9.72,2.03,93.47,5.66,17.0,0.0,Clubs
653,Male,20,3.47,,74.17,2.91,2.0,4.0,Arts
654,Male,24,10.22,3.97,66.8,1.17,0.0,3.0,None
655,Female,21,14.1,2.52,57.72,6.54,5.0,3.0,Arts
656,Male,22,0.7,1.48,70.02,8.51,18.0,2.0,Arts
657,Male,23,4.79,0.9,68.32,9.32,18.0,0.0,None
658,Male,20,6.57,3.49,77.98,,10.0,2.0,Clubs
659,Female,22,13.49,3.26,83.28,7.81,7.0,1.0,Arts
660,Female,22,14.43,0.94,98.92,1.4,4.0,3.0,Arts
661,Female,18,6.66,0.8,86.42,8.53,19.0,0.0,Clubs
662,Male,20,11.25,2.86,82.19,4.0,8.0,2.0,Sports
663,Male,24,7.97,,66.75,7.3,14.0,4.0,None
664,Female,23,8.07,1.23,51.73,5.31,13.0,,None
665,Male,20,4.17,0.61,64.41,8.29,3.0,2.0,Sports
666,Male,24,3.25,1.06,88.42,4.26,7.0,4.0,None
667,Female,22,4.32,1.71,60.26,0.62,19.0,0.0,Sports
668,Female,23,8.34,2.93,85.61,5.57,16.0,0.0,Arts
669,Male,24,0.44,1.35,78.99,1.71,1.0,1.0,None
670,Male,21,13.61,,58.59,,19.0,4.0,None
671,Male,24,,1.14,63.08,,15.0,3.0,Arts
672,Female,18,3.3,1.91,74.82,5.54,9.0,0.0,Clubs
673,Female,22,7.77,0.72,70.92,9.07,,3.0,Clubs
674,Female,24,10.65,,88.93,6.25,10.0,3.0,Arts
675,Female,19,1.44,2.82,86.72,3.03,9.0,2.0,None
676,Male,19,4.77,0.12,78.73,2.96,18.0,2.0,None
677,Female,18,14.53,0.04,91.11,5.02,13.0,0.0,None
678,Female,21,3.94,0.3,78.13,8.67,10.0,3.0,Sports
679,Female,22,4.7,,98.22,7.95,,2.0,Clubs
680,Female,20,12.55,3.42,60.86,9.63,6.0,4.0,None
681,Female,18,,0.02,85.71,,14.0,4.0,Clubs
682,Male,21,6.97,3.75,68.5,2.68,19.0,4.0,Clubs
683,Male,20,5.69,0.43,63.95,0.8,16.0,4.0,None
684,Female,19,4.75,3.37,59.02,7.51,2.0,3.0,Arts
685,Male,19,4.29,1.93,77.63,1.41,14.0,4.0,Arts
686,Female,20,1.37,2.64,60.77,1.0,13.0,3.0,Clubs
687,Female,18,4.72,2.04,60.02,5.62,7.0,0.0,Sports
688,Male,19,0.65,1.91,99.53,4.11,3.0,0.0,Clubs
689,Male,22,11.71,3.34,,7.15,9.0,4.0,Clubs
690,Female,23,5.97,3.02,87.41,,1.0,4.0,Arts
691,Female,24,6.66,1.93,89.7,4.25,13.0,4.0,None
692,Female,20,,0.45,98.45,4.26,7.0,0.0,None
693,Male,20,,0.46,78.66,8.72,9.0,2.0,Sports
694,Female,19,0.12,3.21,61.01,,17.0,,Arts
695,Female,18,14.15,2.12,93.11,3.33,14.0,4.0,Arts
696,Female,22,3.56,1.93,87.14,3.39,4.0,2.0,Clubs
697,Male,18,1.61,2.72,70.72,1.97,12.0,2.0,Arts
698,Female,21,11.52,3.44,73.68,8.61,17.0,1.0,Clubs
699,Female,21,7.51,2.52,70.56,1.47,1.0,3.0,Sports
700,Male,23,6.51,3.05,96.5,9.09,12.0,4.0,Arts
701,Female,19,3.74,3.06,67.18,2.83,13.0,3.0,Arts
702,Female,19,8.21,1.43,98.17,8.99,9.0,1.0,Clubs
703,Male,19,4.12,1.1,95.51,7.91,3.0,3.0,Arts
704,Female,23,13.52,3.2,81.53,5.82,14.0,4.0,None
705,Male,21,3.23,1.51,78.99,6.69,,1.0,Sports
706,Male,18,13.27,3.61,,3.26,14.0,3.0,None
707,Female,23,8.39,0.28,50.92,5.74,13.0,0.0,Clubs
708,Female,23,12.43,0.23,56.38,2.92,8.0,2.0,Clubs
709,Female,18,10.69,3.71,87.71,4.02,19.0,1.0,Clubs
710,Female,19,10.45,2.59,73.58,7.65,,0.0,Sports
711,Male,22,4.87,1.52,57.49,,14.0,4.0,Arts
712,Female,18,3.51,3.02,,8.39,16.0,2.0,None
713,Male,21,3.16,2.69,97.39,3.76,15.0,1.0,Arts
714,Female,20,12.86,2.12,68.36,5.32,3.0,2.0,Clubs
715,Female,20,12.31,0.4,95.38,9.42,10.0,,Arts
716,Female,24,6.61,3.25,65.23,6.81,,1.0,Sports
717,Male,24,1.99,3.46,77.16,6.46,,3.0,Clubs
718,Female,23,5.73,0.69,51.02,7.12,18.0,2.0,Arts
719,Female,20,9.29,3.4,76.09,9.18,13.0,2.0,None
720,Female,22,6.82,3.51,81.85,,8.0,0.0,Clubs
721,Female,19,11.7,2.2,61.72,,2.0,4.0,Clubs
722,Male,21,14.96,2.62,78.95,4.0,3.0,0.0,Sports
723,Female,24,2.87,1.53,82.36,0.12,3.0,3.0,Sports
724,Male,22,6.89,1.13,84.34,1.25,10.0,1.0,None
725,Male,21,6.46,,88.82,3.25,18.0,3.0,Arts
726,Male,21,4.57,3.45,65.57,5.65,15.0,3.0,Arts
727,Male,19,2.97,2.62,78.39,8.81,16.0,0.0,Clubs
728,Male,23,0.99,2.05,99.08,7.91,9.0,1.0,Clubs
729,Male,20,13.31,0.64,94.91,5.53,16.0,4.0,Arts
730,Female,19,6.3,0.21,,,15.0,3.0,Arts
731,Male,22,7.45,,69.31,2.86,19.0,4.0,Arts
732,Male,23,13.75,0.2,89.35,3.67,5.0,1.0,Clubs
733,Male,22,11.64,2.28,80.99,6.22,6.0,1.0,Sports
734,Female,23,1.96,1.53,54.14,0.65,13.0,0.0,Sports
735,Female,24,,3.03,91.2,5.3,10.0,2.0,None
736,Male,22,6.63,1.22,83.86,9.01,11.0,0.0,Arts
737,Female,19,11.96,2.37,59.95,7.05,13.0,4.0,Arts
738,Male,23,10.86,2.15,53.99,7.97,4.0,0.0,Arts
739,Male,23,10.36,0.02,91.85,6.82,4.0,1.0,None
740,Female,21,5.11,0.29,53.95,2.07,19.0,3.0,Arts
741,Male,21,12.07,,54.57,1.1,14.0,2.0,Sports
742,Female,18,0.79,3.53,71.37,8.29,0.0,1.0,Arts
743,Female,22,,0.59,56.74,6.96,8.0,3.0,None
744,Male,21,5.03,2.84,95.68,5.75,2.0,4.0,Clubs
745,Male,18,1.15,3.89,73.51,1.89,3.0,4.0,Clubs
746,Female,24,3.52,3.16,78.46,6.03,15.0,4.0,Sports
747,Male,24,12.45,0.97,96.41,0.31,6.0,0.0,Sports
748,Male,21,14.22,3.63,76.51,1.19,13.0,4.0,Sports
749,Male,22,4.57,0.37,67.68,3.12,15.0,4.0,Clubs
750,Female,23,3.97,1.87,89.86,4.44,17.0,0.0,Arts
751,Female,20,,3.55,72.14,1.21,15.0,3.0,None
752,Male,22,4.17,2.57,,1.2,15.0,1.0,None
753,Female,19,0.54,1.65,,7.26,1.0,2.0,Arts
754,Female,24,13.9,1.17,90.08,5.7,9.0,4.0,Clubs
755,Female,21,3.21,1.5,89.59,5.34,6.0,4.0,Clubs
756,Female,21,6.3,2.04,98.88,4.52,14.0,4.0,None
757,Female,23,0.15,1.28,89.33,,8.0,0.0,Sports
758,Male,19,12.87,3.88,88.5,0.5,6.0,0.0,Sports
759,Male,23,10.97,3.73,,1.81,15.0,0.0,None
760,Male,19,14.2,3.48,50.01,6.48,2.0,2.0,None
761,Female,20,11.72,1.69,68.12,1.36,16.0,1.0,Arts
762,Female,24,4.71,2.77,86.88,5.89,7.0,4.0,Arts
763,Male,21,3.72,3.61,,5.68,1.0,3.0,Arts
764,Female,21,10.47,3.4,58.88,9.71,19.0,,Arts
765,Male,20,5.46,1.66,65.19,8.83,2.0,4.0,Arts
766,Male,18,8.49,0.45,66.84,9.46,7.0,4.0,Arts
767,Male,24,0.09,0.3,78.39,1.14,1.0,4.0,Sports
768,Female,23,0.93,2.31,91.58,8.68,18.0,1.0,None
769,Female,20,8.03,2.57,96.62,1.29,16.0,3.0,Clubs
770,Male,23,8.49,3.4,87.5,6.33,4.0,0.0,Arts
771,Male,22,11.27,1.17,92.15,7.2,19.0,3.0,Sports
772,Male,21,1.98,0.67,73.5,1.61,16.0,4.0,None
773,Male,23,7.7,1.52,69.49,6.33,9.0,3.0,None
774,Female,19,2.92,1.41,69.64,0.52,8.0,4.0,None
775,Female,23,1.4,0.53,80.8,2.93,5.0,3.0,Arts
776,Male,22,6.16,2.69,56.21,,10.0,2.0,Arts
777,Male,24,2.45,2.03,78.97,1.72,1.0,3.0,Clubs
778,Female,21,3.33,2.88,83.26,0.65,11.0,0.0,Arts
779,Female,20,4.76,1.41,71.95,4.44,11.0,0.0,None
780,Male,22,3.89,1.3,97.66,8.51,15.0,3.0,None
781,Male,21,1.31,1.89,80.41,0.77,11.0,3.0,Sports
782,Male,23,1.35,3.51,,3.56,17.0,1.0,Sports
783,Female,24,2.9,0.16,73.96,9.0,12.0,3.0,Clubs
784,Female,18,0.76,3.22,83.77,,14.0,0.0,Sports
785,Female,24,9.4,1.48,66.18,3.11,15.0,2.0,Clubs
786,Male,18,4.31,3.42,53.98,7.78,3.0,0.0,Sports
787,Male,19,4.2,3.21,79.17,5.43,11.0,1.0,None
788,Female,24,4.98,1.4,97.39,8.32,16.0,3.0,Arts
789,Female,21,,2.78,74.25,1.12,0.0,2.0,Arts
790,Male,18,13.06,0.64,95.31,9.21,17.0,0.0,Clubs
791,Female,20,11.39,3.59,91.75,9.35,15.0,2.0,Arts
792,Female,21,10.91,1.62,57.37,1.55,0.0,4.0,Arts
793,Male,20,,1.82,85.41,0.34,9.0,0.0,Sports
794,Female,24,10.41,2.82,71.77,9.9,18.0,4.0,None
795,Male,20,8.29,3.28,62.51,,,2.0,Arts
796,Male,18,3.24,0.95,84.35,5.72,13.0,3.0,None
797,Male,21,3.13,2.65,87.13,6.16,1.0,,Sports
798,Male,23,4.45,1.57,58.99,7.9,5.0,3.0,Sports
799,Male,22,13.66,1.47,95.72,8.12,4.0,4.0,Arts
800,Male,18,,2.76,87.56,1.94,11.0,3.0,Arts
801,Male,18,,1.55,96.67,,3.0,1.0,Sports
802,Female,23,5.2,1.38,65.85,8.77,3.0,0.0,Sports
803,Male,21,6.12,3.34,96.97,8.2,4.0,0.0,Clubs
804,Male,21,1.88,0.41,68.43,6.18,6.0,2.0,Clubs
805,Female,24,2.57,2.7,52.7,9.95,5.0,4.0,None
806,Female,20,12.41,0.99,88.15,7.35,12.0,0.0,Sports
807,Female,24,8.77,0.06,85.18,2.16,3.0,4.0,None
808,Male,23,5.06,0.67,79.9,8.47,12.0,2.0,Sports
809,Female,24,12.04,2.43,74.49,4.15,3.0,3.0,None
810,Male,23,3.7,2.84,51.61,0.36,9.0,2.0,Clubs
811,Male,21,14.64,0.08,81.23,3.21,19.0,1.0,Sports
812,Male,20,5.17,0.15,70.84,7.64,0.0,3.0,Sports
813,Male,24,5.06,3.61,78.01,9.6,7.0,3.0,None
814,Female,18,4.68,0.29,71.47,2.76,6.0,3.0,None
815,Female,19,1.83,3.58,98.3,2.47,4.0,2.0,Arts
816,Male,22,1.67,0.91,80.21,5.64,2.0,1.0,Arts
817,Male,18,9.72,2.96,87.46,8.12,14.0,4.0,Clubs
818,Male,21,,1.24,96.82,,16.0,2.0,Sports
819,Female,22,11.86,3.44,79.58,5.6,12.0,0.0,Sports
820,Male,19,2.12,2.8,50.6,6.31,14.0,0.0,None
821,Male,19,8.18,1.61,51.71,2.42,,2.0,Clubs
