CustomerID,InvoiceNo,Quantity,UnitPrice,Country,InvoiceDate,StockCode,Description,CustomerAge,SpendingScore
1227,34033,25,30.39,Spain,02-02-2020 12:00,,,20,87
1844,23844,56,33.9,France,02-02-2020 13:00,E,Sports and Outdoors,20,54
,24697,74,9.73,Spain,02-02-2020 14:00,B,Clothing,53,14
1745,22390,28,62.19,Germany,02-02-2020 15:00,C,Home and Kitchen,26,14
1072,21419,61,35,Netherlands,02-02-2020 16:00,C,Home and Kitchen,33,84
1398,23917,92,63.1,Spain,02-02-2020 17:00,,,68,71
1094,34206,89,1.17,France,02-02-2020 18:00,C,Home and Kitchen,33,19
1939,32620,89,98.21,,02-02-2020 19:00,B,Clothing,29,26
1474,31822,51,17.47,,02-02-2020 20:00,B,Clothing,55,59
1094,24942,12,66.1,United Kingdom,02-02-2020 21:00,B,Clothing,37,22
1905,28354,8,71.72,Spain,02-02-2020 22:00,C,Home and Kitchen,48,6
1754,25198,58,17.58,Netherlands,02-02-2020 23:00,B,Clothing,47,63
1884,,88,11.62,France,03-02-2020 00:00,D,Toys and Games,38,77
1804,31030,23,15.68,Germany,03-02-2020 01:00,,,20,
1774,36926,37,25.06,Netherlands,03-02-2020 02:00,,,38,54
1123,37816,11,17.24,Germany,03-02-2020 03:00,B,Clothing,45,19
1799,28860,17,67.56,France,03-02-2020 04:00,C,Home and Kitchen,45,95
1499,35762,92,42.37,France,03-02-2020 05:00,E,Sports and Outdoors,22,10
1778,20968,,54.01,Spain,03-02-2020 06:00,D,Toys and Games,24,37
1943,25800,53,5.21,Germany,03-02-2020 07:00,B,Clothing,22,
1620,27470,67,86.19,Spain,03-02-2020 08:00,C,Home and Kitchen,26,17
1859,24819,2,17.47,Germany,03-02-2020 09:00,B,Clothing,64,55
1963,23235,29,36.34,Germany,03-02-2020 10:00,D,Toys and Games,38,5
1047,36635,57,7.65,United Kingdom,03-02-2020 11:00,D,Toys and Games,,21
1812,24300,34,,Spain,03-02-2020 12:00,E,Sports and Outdoors,55,39
1094,34167,78,66.75,Germany,03-02-2020 13:00,C,Home and Kitchen,57,20
1476,35661,97,69.41,Germany,,A,Electronics,69,71
1032,31071,82,67.86,France,03-02-2020 15:00,B,Clothing,54,15
1117,23998,93,55.44,,03-02-2020 16:00,C,Home and Kitchen,34,79
1643,28982,2,,France,03-02-2020 17:00,A,Electronics,59,53
1250,25180,75,50.96,Spain,03-02-2020 18:00,C,Home and Kitchen,45,
1302,32752,31,45.22,Spain,03-02-2020 19:00,B,Clothing,48,33
1121,25421,77,25.13,Germany,03-02-2020 20:00,B,Clothing,50,44
1217,37879,44,10.34,Netherlands,03-02-2020 21:00,E,Sports and Outdoors,49,66
1052,,90,55.04,France,03-02-2020 22:00,D,Toys and Games,49,50
1125,34316,56,31.83,Spain,03-02-2020 23:00,D,Toys and Games,65,32
1158,30899,98,52.64,Germany,04-02-2020 00:00,D,Toys and Games,40,79
,33199,54,21.01,Germany,04-02-2020 01:00,E,Sports and Outdoors,38,
1794,25378,53,83.9,France,04-02-2020 02:00,D,Toys and Games,42,
1600,35901,74,99.97,Germany,04-02-2020 03:00,C,Home and Kitchen,50,
1175,22577,76,32.58,United Kingdom,04-02-2020 04:00,,,20,28
1291,28133,86,84.31,Netherlands,04-02-2020 05:00,D,Toys and Games,,86
1944,21235,46,87.36,France,04-02-2020 06:00,B,Clothing,66,3
1158,37442,54,99.61,France,04-02-2020 07:00,E,Sports and Outdoors,45,53
1490,35641,31,34.6,France,04-02-2020 08:00,,,19,42
,23659,83,75.73,Germany,04-02-2020 09:00,D,Toys and Games,49,2
1356,31847,24,23.27,Germany,04-02-2020 10:00,A,Electronics,43,22
1633,36440,25,62.67,France,04-02-2020 11:00,B,Clothing,22,25
1236,,35,70.63,France,04-02-2020 12:00,D,Toys and Games,28,89
1427,27472,,74.24,United Kingdom,04-02-2020 13:00,A,Electronics,27,32
1124,,72,21.11,,04-02-2020 14:00,C,Home and Kitchen,32,7
1314,,69,84.95,United Kingdom,04-02-2020 15:00,B,Clothing,35,62
1278,38332,86,42.39,France,04-02-2020 16:00,E,Sports and Outdoors,66,31
1866,36606,28,22.03,Germany,04-02-2020 17:00,A,Electronics,31,63
1835,29831,76,54.48,Germany,,D,Toys and Games,45,37
1603,25217,,86.4,France,04-02-2020 19:00,A,Electronics,47,68
,33537,53,96.73,Spain,04-02-2020 20:00,E,Sports and Outdoors,30,97
1104,29949,16,74.95,Netherlands,04-02-2020 21:00,C,Home and Kitchen,37,79
1041,29027,26,1.06,Netherlands,04-02-2020 22:00,A,Electronics,19,9
1396,22536,12,13.9,United Kingdom,04-02-2020 23:00,D,Toys and Games,42,70
1640,22525,87,8.09,Spain,05-02-2020 00:00,A,Electronics,61,46
1459,29176,90,10.57,Netherlands,05-02-2020 01:00,C,Home and Kitchen,60,95
,37741,77,38.61,Spain,05-02-2020 02:00,,,,34
1564,,87,34.18,Germany,05-02-2020 03:00,C,Home and Kitchen,29,60
1167,34847,31,11.81,Germany,05-02-2020 04:00,C,Home and Kitchen,42,13
1601,31252,27,88.28,Spain,05-02-2020 05:00,B,Clothing,21,36
,24477,36,61.74,France,05-02-2020 06:00,B,Clothing,59,96
1173,37755,59,79.75,Netherlands,05-02-2020 07:00,D,Toys and Games,29,86
1371,39608,87,37.47,Netherlands,05-02-2020 08:00,D,Toys and Games,24,48
1598,38258,3,41.32,Germany,05-02-2020 09:00,D,Toys and Games,55,93
1880,39745,94,32.1,United Kingdom,05-02-2020 10:00,C,Home and Kitchen,57,75
1149,36095,32,44.12,Netherlands,05-02-2020 11:00,C,Home and Kitchen,49,6
1248,26104,15,61.23,Germany,05-02-2020 12:00,B,Clothing,60,5
1626,21142,75,,Germany,05-02-2020 13:00,C,Home and Kitchen,23,65
1179,32726,66,83.87,Spain,05-02-2020 14:00,B,Clothing,44,50
1119,26898,90,90.06,Spain,05-02-2020 15:00,A,Electronics,52,74
1027,37972,63,47.23,Spain,05-02-2020 16:00,,,38,74
1820,32177,98,24.35,United Kingdom,05-02-2020 17:00,D,Toys and Games,37,24
1116,,1,94.55,Netherlands,05-02-2020 18:00,E,Sports and Outdoors,36,7
1702,29662,75,73.64,United Kingdom,05-02-2020 19:00,B,Clothing,,86
,32106,5,64.19,United Kingdom,05-02-2020 20:00,E,Sports and Outdoors,21,58
1831,32682,90,74.67,Spain,05-02-2020 21:00,D,Toys and Games,36,21
1261,24342,6,8.06,Germany,05-02-2020 22:00,E,Sports and Outdoors,69,86
1653,35240,99,7.23,France,05-02-2020 23:00,A,Electronics,66,33
1625,,,15.74,Germany,06-02-2020 00:00,E,Sports and Outdoors,45,44
1895,34583,73,15.17,Germany,06-02-2020 01:00,A,Electronics,39,25
1784,21636,28,42.36,Germany,06-02-2020 02:00,D,Toys and Games,68,95
1037,34934,83,16.16,Germany,06-02-2020 03:00,C,Home and Kitchen,41,80
1196,31104,69,,United Kingdom,06-02-2020 04:00,B,Clothing,63,15
1524,35108,87,58.02,Spain,06-02-2020 05:00,E,Sports and Outdoors,47,29
1623,37628,44,,Spain,06-02-2020 06:00,A,Electronics,46,83
1436,31929,16,7.43,Germany,06-02-2020 07:00,D,Toys and Games,27,52
1648,30789,71,,France,06-02-2020 08:00,D,Toys and Games,49,
1683,33268,78,12.1,Netherlands,06-02-2020 09:00,C,Home and Kitchen,26,90
1638,30704,22,74.45,Germany,06-02-2020 10:00,D,Toys and Games,42,36
1873,24514,73,80.37,Germany,06-02-2020 11:00,D,Toys and Games,33,35
1409,34422,23,54.63,France,06-02-2020 12:00,C,Home and Kitchen,32,40
1332,35540,43,15.39,United Kingdom,06-02-2020 13:00,D,Toys and Games,65,23
1530,38742,68,78.79,Germany,06-02-2020 14:00,A,Electronics,35,73
1943,25615,43,31.13,France,06-02-2020 15:00,E,Sports and Outdoors,40,34
1464,37652,26,22.65,United Kingdom,06-02-2020 16:00,E,Sports and Outdoors,59,58
,34840,41,47.32,United Kingdom,06-02-2020 17:00,A,Electronics,20,82
1157,22376,70,92.3,Germany,06-02-2020 18:00,,,24,80
,,31,30.09,United Kingdom,06-02-2020 19:00,D,Toys and Games,56,61
1333,36945,17,90.61,Germany,06-02-2020 20:00,E,Sports and Outdoors,69,96
1751,31641,9,5.84,Germany,06-02-2020 21:00,E,Sports and Outdoors,28,28
,35232,91,8.81,Spain,06-02-2020 22:00,D,Toys and Games,41,60
1078,31558,55,70.01,Netherlands,06-02-2020 23:00,E,Sports and Outdoors,52,32
1843,31315,6,19.46,Netherlands,07-02-2020 00:00,D,Toys and Games,67,58
1868,31083,,32,Spain,07-02-2020 01:00,C,Home and Kitchen,42,82
1842,,64,14.07,Germany,07-02-2020 02:00,C,Home and Kitchen,45,44
1196,30068,4,33.56,France,07-02-2020 03:00,E,Sports and Outdoors,29,34
1119,29684,67,28.41,United Kingdom,07-02-2020 04:00,C,Home and Kitchen,40,93
1759,29321,88,73.77,Spain,07-02-2020 05:00,E,Sports and Outdoors,34,21
1650,30455,56,70.35,Spain,07-02-2020 06:00,C,Home and Kitchen,58,1
1225,33064,18,95.52,Spain,07-02-2020 07:00,E,Sports and Outdoors,54,55
1594,26822,32,72.58,,07-02-2020 08:00,B,Clothing,35,80
,32497,85,69.63,Netherlands,07-02-2020 09:00,A,Electronics,26,
1537,34251,48,69.57,Germany,07-02-2020 10:00,C,Home and Kitchen,62,97
1639,30377,29,88.36,Spain,07-02-2020 11:00,D,Toys and Games,52,21
1912,39944,32,29.98,Spain,07-02-2020 12:00,A,Electronics,53,99
1734,25679,25,30.36,Spain,07-02-2020 13:00,E,Sports and Outdoors,35,55
1338,39069,76,74.25,France,07-02-2020 14:00,A,Electronics,37,27
1555,26612,63,23.26,,07-02-2020 15:00,D,Toys and Games,38,20
1595,36272,9,91.25,United Kingdom,07-02-2020 16:00,D,Toys and Games,64,95
1918,21412,71,53.71,,07-02-2020 17:00,E,Sports and Outdoors,37,16
1536,37605,14,30.36,Spain,07-02-2020 18:00,C,Home and Kitchen,23,78
1219,22249,20,,United Kingdom,07-02-2020 19:00,C,Home and Kitchen,26,48
1292,22239,84,31.58,United Kingdom,07-02-2020 20:00,B,Clothing,60,32
1203,27873,10,96.35,Germany,07-02-2020 21:00,,,46,32
1879,32614,11,98.31,France,07-02-2020 22:00,B,Clothing,46,53
1704,28835,39,66.85,Germany,07-02-2020 23:00,D,Toys and Games,30,53
1513,34803,,11.81,United Kingdom,08-02-2020 00:00,B,Clothing,,2
1201,32795,19,26.69,Germany,08-02-2020 01:00,C,Home and Kitchen,44,57
1865,34441,43,51.78,France,08-02-2020 02:00,D,Toys and Games,64,22
1031,35653,61,85.22,United Kingdom,08-02-2020 03:00,C,Home and Kitchen,66,52
1088,25185,70,18.9,,08-02-2020 04:00,A,Electronics,61,81
1201,33499,72,10.89,Spain,08-02-2020 05:00,C,Home and Kitchen,23,96
1950,29577,65,7.91,Spain,08-02-2020 06:00,D,Toys and Games,56,81
1689,27152,23,50.94,Germany,08-02-2020 07:00,A,Electronics,49,58
1704,38968,60,88.53,Germany,08-02-2020 08:00,B,Clothing,66,34
1671,37985,10,4.71,France,08-02-2020 09:00,E,Sports and Outdoors,60,71
1292,33798,63,21.63,United Kingdom,08-02-2020 10:00,D,Toys and Games,61,93
1715,37191,2,69.48,Germany,08-02-2020 11:00,E,Sports and Outdoors,45,17
1752,30851,36,82.67,United Kingdom,08-02-2020 12:00,E,Sports and Outdoors,62,88
1114,28306,57,80.84,Spain,08-02-2020 13:00,A,Electronics,18,72
1721,39111,66,78.61,United Kingdom,08-02-2020 14:00,B,Clothing,67,23
1221,32918,79,13.42,Netherlands,08-02-2020 15:00,C,Home and Kitchen,68,33
1908,32484,20,40.03,,08-02-2020 16:00,A,Electronics,60,29
1181,32093,42,98.48,France,08-02-2020 17:00,B,Clothing,48,19
1770,28165,21,98.89,United Kingdom,08-02-2020 18:00,C,Home and Kitchen,47,69
1468,35084,94,60.44,France,08-02-2020 19:00,C,Home and Kitchen,35,37
1425,30920,88,71.07,United Kingdom,08-02-2020 20:00,B,Clothing,46,87
1973,34327,66,95.15,United Kingdom,08-02-2020 21:00,C,Home and Kitchen,,26
,32574,,45.27,Spain,08-02-2020 22:00,D,Toys and Games,55,24
1841,21568,86,14.12,United Kingdom,08-02-2020 23:00,D,Toys and Games,40,54
1833,37125,93,67.06,France,09-02-2020 00:00,A,Electronics,39,21
1059,29922,78,96.03,Netherlands,09-02-2020 01:00,C,Home and Kitchen,19,97
1484,24904,69,69.87,Germany,09-02-2020 02:00,C,Home and Kitchen,22,90
1010,22933,24,80.43,France,09-02-2020 03:00,,,59,10
1631,24509,26,42.56,Netherlands,09-02-2020 04:00,D,Toys and Games,32,42
1384,24526,2,10.1,France,09-02-2020 05:00,E,Sports and Outdoors,49,29
1409,25909,46,17.3,Netherlands,09-02-2020 06:00,A,Electronics,63,57
1041,23167,,98.27,France,09-02-2020 07:00,D,Toys and Games,23,35
1701,30110,62,49.57,Germany,,B,Clothing,31,28
1122,38602,87,1.7,Spain,09-02-2020 09:00,A,Electronics,41,12
1700,21340,41,95.56,Spain,09-02-2020 10:00,E,Sports and Outdoors,38,58
1251,21514,99,50.03,Germany,09-02-2020 11:00,A,Electronics,31,44
1972,37795,15,,France,09-02-2020 12:00,D,Toys and Games,29,7
1603,27724,55,55.07,Netherlands,09-02-2020 13:00,E,Sports and Outdoors,21,16
1483,24167,3,10.62,,,B,Clothing,,84
1212,37406,76,61.75,France,09-02-2020 15:00,A,Electronics,,93
1829,30478,38,99.74,Germany,09-02-2020 16:00,D,Toys and Games,34,
1713,39142,51,3.96,Spain,09-02-2020 17:00,,,46,92
1267,31963,17,84.26,Spain,09-02-2020 18:00,E,Sports and Outdoors,68,7
1666,29304,91,23.93,France,09-02-2020 19:00,A,Electronics,33,86
1706,24808,83,,Netherlands,09-02-2020 20:00,C,Home and Kitchen,35,14
1539,28833,49,37.58,,09-02-2020 21:00,D,Toys and Games,55,59
1705,26733,21,89.93,Germany,09-02-2020 22:00,D,Toys and Games,58,62
1923,30429,88,50.7,Netherlands,09-02-2020 23:00,C,Home and Kitchen,68,74
1734,24907,24,44.99,,10-02-2020 00:00,B,Clothing,61,66
1618,31678,83,81.89,France,10-02-2020 01:00,D,Toys and Games,28,22
,23225,95,5.37,France,10-02-2020 02:00,B,Clothing,49,16
1134,,40,9.1,Spain,10-02-2020 03:00,E,Sports and Outdoors,45,99
1497,26768,20,2.66,Spain,10-02-2020 04:00,C,Home and Kitchen,33,75
1606,,79,68.95,Netherlands,10-02-2020 05:00,B,Clothing,51,43
1781,22021,35,52.8,United Kingdom,10-02-2020 06:00,E,Sports and Outdoors,67,97
1934,39060,48,87.66,United Kingdom,10-02-2020 07:00,A,Electronics,47,98
1885,31128,99,50.1,United Kingdom,10-02-2020 08:00,D,Toys and Games,55,97
1125,23106,,,Germany,10-02-2020 09:00,C,Home and Kitchen,39,83
1358,28975,56,80.61,France,10-02-2020 10:00,A,Electronics,22,20
1502,28862,41,29.79,Netherlands,10-02-2020 11:00,A,Electronics,26,10
1840,30961,54,93.6,Spain,10-02-2020 12:00,A,Electronics,30,
1982,30765,,25.42,United Kingdom,10-02-2020 13:00,B,Clothing,56,12
1317,22584,82,17.19,Spain,10-02-2020 14:00,D,Toys and Games,40,10
1011,24942,81,49.59,France,10-02-2020 15:00,C,Home and Kitchen,44,71
1476,21277,72,5.53,Netherlands,10-02-2020 16:00,D,Toys and Games,49,56
1293,23043,84,,United Kingdom,10-02-2020 17:00,D,Toys and Games,48,11
1953,27370,11,49.85,United Kingdom,10-02-2020 18:00,D,Toys and Games,50,80
1439,31364,94,21.9,Netherlands,,E,Sports and Outdoors,59,97
1806,33672,91,1.43,Spain,10-02-2020 20:00,E,Sports and Outdoors,43,
1853,28369,14,29.96,France,10-02-2020 21:00,E,Sports and Outdoors,35,38
1515,28467,42,48,France,10-02-2020 22:00,E,Sports and Outdoors,29,17
1815,33953,79,39.73,France,10-02-2020 23:00,D,Toys and Games,20,54
1390,39865,12,13.98,Spain,11-02-2020 00:00,D,Toys and Games,22,45
1315,31551,84,58.18,Spain,11-02-2020 01:00,C,Home and Kitchen,31,25
1679,35884,17,71.18,United Kingdom,11-02-2020 02:00,C,Home and Kitchen,64,31
1007,29616,90,67.72,Spain,11-02-2020 03:00,C,Home and Kitchen,29,65
1507,35829,78,39.68,Germany,11-02-2020 04:00,C,Home and Kitchen,21,39
1123,39344,25,14.19,Netherlands,11-02-2020 05:00,C,Home and Kitchen,33,20
1371,27897,26,50.2,,11-02-2020 06:00,E,Sports and Outdoors,28,73
1313,22469,47,89.1,France,11-02-2020 07:00,D,Toys and Games,53,43
1184,34836,25,47.14,Spain,11-02-2020 08:00,C,Home and Kitchen,55,66
,27051,89,19.97,United Kingdom,11-02-2020 09:00,B,Clothing,65,1
1584,,60,9.76,,11-02-2020 10:00,C,Home and Kitchen,19,55
1882,29782,,94.42,Netherlands,,C,Home and Kitchen,30,51
1524,36003,27,74.43,France,11-02-2020 12:00,D,Toys and Games,25,5
1038,22545,43,31.64,Netherlands,11-02-2020 13:00,E,Sports and Outdoors,61,12
1083,27665,76,29.89,Germany,11-02-2020 14:00,A,Electronics,38,14
1020,38198,,89.57,Netherlands,11-02-2020 15:00,,,43,60
1252,23907,63,18.17,France,11-02-2020 16:00,E,Sports and Outdoors,55,96
1302,23731,80,53.74,Netherlands,11-02-2020 17:00,B,Clothing,52,40
1978,35283,25,71.49,Spain,11-02-2020 18:00,A,Electronics,32,9
1257,27685,27,39.94,United Kingdom,11-02-2020 19:00,E,Sports and Outdoors,57,42
1811,28273,,4.47,Spain,11-02-2020 20:00,E,Sports and Outdoors,47,42
1999,31898,82,23.16,Germany,11-02-2020 21:00,D,Toys and Games,19,33
1541,33478,,90.23,Germany,11-02-2020 22:00,E,Sports and Outdoors,33,25
1982,31368,50,52.55,United Kingdom,11-02-2020 23:00,C,Home and Kitchen,30,78
1639,30017,,81.64,United Kingdom,12-02-2020 00:00,,,18,9
1822,34823,1,55.79,United Kingdom,12-02-2020 01:00,A,Electronics,60,91
1551,33621,54,94.39,United Kingdom,12-02-2020 02:00,E,Sports and Outdoors,,44
1460,28273,4,90.96,Netherlands,12-02-2020 03:00,B,Clothing,18,83
1608,36477,87,48.55,,12-02-2020 04:00,C,Home and Kitchen,57,58
1223,33632,7,32.17,Germany,12-02-2020 05:00,A,Electronics,,25
1091,20342,30,60.37,Netherlands,12-02-2020 06:00,A,Electronics,30,32
1279,26940,90,67.65,United Kingdom,12-02-2020 07:00,D,Toys and Games,19,22
1169,,65,50.09,France,12-02-2020 08:00,D,Toys and Games,21,93
,37007,29,82.32,France,12-02-2020 09:00,C,Home and Kitchen,42,55
1733,20867,25,18.74,Spain,12-02-2020 10:00,A,Electronics,51,92
1628,30668,40,,Germany,12-02-2020 11:00,B,Clothing,30,61
1247,39856,26,68.79,Germany,12-02-2020 12:00,E,Sports and Outdoors,53,57
,20170,17,25.05,Spain,12-02-2020 13:00,E,Sports and Outdoors,49,77
1348,28769,31,44.26,United Kingdom,12-02-2020 14:00,E,Sports and Outdoors,38,61
1865,28259,61,96.39,United Kingdom,12-02-2020 15:00,D,Toys and Games,43,
1434,21515,,62.77,Germany,12-02-2020 16:00,A,Electronics,32,67
1405,28192,,94.93,Germany,12-02-2020 17:00,A,Electronics,46,94
1600,22198,1,72.38,Germany,12-02-2020 18:00,B,Clothing,43,75
1077,37285,79,72.6,United Kingdom,12-02-2020 19:00,D,Toys and Games,38,2
1457,34593,71,59.39,France,12-02-2020 20:00,B,Clothing,29,57
1585,33037,46,14.65,Spain,12-02-2020 21:00,A,Electronics,29,73
1391,,91,52.21,Spain,12-02-2020 22:00,,,22,33
1013,28986,99,25.64,Netherlands,12-02-2020 23:00,D,Toys and Games,59,90
1044,22066,91,99.87,Netherlands,13-02-2020 00:00,D,Toys and Games,43,63
1037,30011,20,27.06,France,13-02-2020 01:00,D,Toys and Games,49,16
1415,38922,82,23.45,,13-02-2020 02:00,E,Sports and Outdoors,19,89
1244,23907,40,62.58,France,13-02-2020 03:00,D,Toys and Games,25,1
1061,35600,2,51.34,Netherlands,13-02-2020 04:00,C,Home and Kitchen,44,85
1492,30246,94,2.62,Netherlands,13-02-2020 05:00,D,Toys and Games,54,64
1607,22596,61,13.39,Spain,13-02-2020 06:00,E,Sports and Outdoors,25,84
1322,32658,94,81.2,France,13-02-2020 07:00,D,Toys and Games,41,69
1251,39705,71,48.63,United Kingdom,13-02-2020 08:00,C,Home and Kitchen,30,17
1467,29330,77,15.03,Netherlands,13-02-2020 09:00,C,Home and Kitchen,,40
1060,22621,97,46.79,Spain,13-02-2020 10:00,D,Toys and Games,30,1
1780,30920,30,25.69,Germany,13-02-2020 11:00,A,Electronics,40,13
1118,29357,30,22.75,France,13-02-2020 12:00,,,64,18
1086,33749,87,95.79,Netherlands,13-02-2020 13:00,B,Clothing,32,
1594,23841,,36.52,United Kingdom,13-02-2020 14:00,C,Home and Kitchen,41,14
1079,,24,5.12,,13-02-2020 15:00,A,Electronics,60,5
1227,24558,84,97.05,United Kingdom,13-02-2020 16:00,B,Clothing,40,62
1482,32768,92,79.59,France,13-02-2020 17:00,,,27,33
1814,24339,56,25.81,United Kingdom,13-02-2020 18:00,,,55,26
1622,20238,83,,United Kingdom,13-02-2020 19:00,C,Home and Kitchen,22,61
1881,37604,61,86.3,,13-02-2020 20:00,A,Electronics,22,68
1309,37152,13,36.06,France,13-02-2020 21:00,D,Toys and Games,48,
1582,27388,80,56.96,Netherlands,13-02-2020 22:00,B,Clothing,57,62
1947,30426,56,53.72,Germany,13-02-2020 23:00,D,Toys and Games,18,62
1484,27617,15,40.43,France,14-02-2020 00:00,B,Clothing,19,81
1839,28082,11,64.13,France,14-02-2020 01:00,A,Electronics,66,92
1024,27579,12,47.59,Germany,14-02-2020 02:00,E,Sports and Outdoors,46,70
1790,33922,86,2.61,Netherlands,14-02-2020 03:00,D,Toys and Games,24,57
1201,26456,89,81.53,Spain,14-02-2020 04:00,,,46,91
1925,22439,3,11.76,Netherlands,14-02-2020 05:00,C,Home and Kitchen,,36
1224,30019,24,,Germany,14-02-2020 06:00,E,Sports and Outdoors,53,7
1778,30065,89,58.2,Netherlands,14-02-2020 07:00,C,Home and Kitchen,24,
1509,35235,9,70.7,France,14-02-2020 08:00,A,Electronics,45,74
1930,32499,92,41.37,Spain,14-02-2020 09:00,A,Electronics,27,77
1794,28391,46,73.69,United Kingdom,14-02-2020 10:00,D,Toys and Games,33,41
1628,28369,94,13.57,Netherlands,14-02-2020 11:00,E,Sports and Outdoors,27,32
1578,25542,71,65.52,United Kingdom,14-02-2020 12:00,C,Home and Kitchen,56,14
1558,,60,82.72,Spain,14-02-2020 13:00,C,Home and Kitchen,43,33
1752,,,89,United Kingdom,14-02-2020 14:00,E,Sports and Outdoors,51,30
1689,22036,10,58.17,Netherlands,14-02-2020 15:00,A,Electronics,51,73
1519,29677,3,31.63,Germany,14-02-2020 16:00,A,Electronics,57,6
,38475,19,16.75,France,14-02-2020 17:00,C,Home and Kitchen,31,10
1076,25550,2,34.88,France,14-02-2020 18:00,D,Toys and Games,35,75
1425,24263,17,54.23,United Kingdom,14-02-2020 19:00,A,Electronics,18,20
1066,35044,93,20.03,France,14-02-2020 20:00,B,Clothing,34,89
1659,38768,2,95.28,France,14-02-2020 21:00,,,66,12
1493,32280,53,89.76,Germany,,E,Sports and Outdoors,39,22
1684,30107,16,3.78,United Kingdom,14-02-2020 23:00,E,Sports and Outdoors,54,76
1546,26326,10,56.42,Germany,15-02-2020 00:00,C,Home and Kitchen,33,14
,33891,,79.04,Germany,15-02-2020 01:00,,,24,48
1915,31126,43,24.92,Spain,15-02-2020 02:00,A,Electronics,32,54
1791,29028,90,52.63,United Kingdom,15-02-2020 03:00,C,Home and Kitchen,68,36
1696,27721,58,40.9,Germany,15-02-2020 04:00,C,Home and Kitchen,38,61
1054,38541,60,20.06,Netherlands,15-02-2020 05:00,B,Clothing,19,55
1904,36689,,61.67,France,15-02-2020 06:00,E,Sports and Outdoors,65,14
1605,27123,76,99.37,United Kingdom,15-02-2020 07:00,A,Electronics,42,2
1472,38437,85,36.85,Spain,15-02-2020 08:00,D,Toys and Games,26,2
1655,25812,16,55.46,Germany,15-02-2020 09:00,A,Electronics,37,61
1246,23344,99,33.12,Netherlands,15-02-2020 10:00,E,Sports and Outdoors,67,6
1438,21208,9,87.76,France,15-02-2020 11:00,D,Toys and Games,27,25
1711,38242,6,86.53,France,,C,Home and Kitchen,69,67
1747,39087,65,18.29,Netherlands,15-02-2020 13:00,B,Clothing,38,23
1313,21971,78,90.04,,15-02-2020 14:00,B,Clothing,21,73
1319,21113,24,15.58,France,15-02-2020 15:00,E,Sports and Outdoors,47,95
1219,20983,10,10,France,15-02-2020 16:00,E,Sports and Outdoors,51,28
1843,31502,82,65.47,France,15-02-2020 17:00,B,Clothing,47,25
1370,30963,73,38.9,Germany,15-02-2020 18:00,D,Toys and Games,31,99
1215,30354,27,53.31,Germany,15-02-2020 19:00,D,Toys and Games,39,65
1048,22127,83,65.43,France,15-02-2020 20:00,A,Electronics,18,66
1796,,3,5.76,Spain,15-02-2020 21:00,C,Home and Kitchen,25,79
1462,,38,29.65,France,15-02-2020 22:00,D,Toys and Games,28,43
1117,30001,73,46.36,United Kingdom,15-02-2020 23:00,C,Home and Kitchen,18,40
1081,39316,74,27.03,Spain,16-02-2020 00:00,E,Sports and Outdoors,,80
1262,28482,73,5.37,United Kingdom,16-02-2020 01:00,D,Toys and Games,62,23
1588,32829,17,9.12,Netherlands,16-02-2020 02:00,D,Toys and Games,66,49
1722,21909,48,80.27,Netherlands,16-02-2020 03:00,D,Toys and Games,27,99
1495,35099,49,91.18,Germany,16-02-2020 04:00,A,Electronics,56,8
1633,27230,,15.65,Germany,16-02-2020 05:00,E,Sports and Outdoors,30,7
1836,32881,84,25.3,Germany,16-02-2020 06:00,B,Clothing,38,21
1601,37812,7,65.4,Netherlands,16-02-2020 07:00,A,Electronics,53,35
,37331,68,95.45,United Kingdom,16-02-2020 08:00,A,Electronics,62,97
1672,30719,74,30.31,,16-02-2020 09:00,D,Toys and Games,50,99
1175,21348,21,85.59,Germany,16-02-2020 10:00,A,Electronics,60,82
1804,28572,78,50.85,Netherlands,16-02-2020 11:00,B,Clothing,45,61
1088,29896,25,95.68,Germany,16-02-2020 12:00,A,Electronics,26,83
1638,20309,81,14.06,France,16-02-2020 13:00,A,Electronics,62,74
,39798,,97.38,Spain,16-02-2020 14:00,D,Toys and Games,28,68
1358,25789,28,44.38,United Kingdom,16-02-2020 15:00,E,Sports and Outdoors,57,30
1285,29690,78,95.32,Germany,16-02-2020 16:00,B,Clothing,46,97
1296,31086,52,46.14,,16-02-2020 17:00,D,Toys and Games,24,68
1259,26568,13,53.24,France,16-02-2020 18:00,A,Electronics,44,9
1850,33453,34,80.58,Spain,16-02-2020 19:00,B,Clothing,39,17
1474,28852,67,72.4,Netherlands,16-02-2020 20:00,C,Home and Kitchen,48,43
1755,39831,4,62.15,Netherlands,16-02-2020 21:00,A,Electronics,47,88
1622,38657,44,41.99,Germany,16-02-2020 22:00,E,Sports and Outdoors,45,57
1934,30264,15,79.35,Germany,16-02-2020 23:00,A,Electronics,37,13
1535,36049,84,94.85,Netherlands,17-02-2020 00:00,E,Sports and Outdoors,32,57
1561,31628,8,,United Kingdom,17-02-2020 01:00,C,Home and Kitchen,,26
1036,22142,5,58.99,United Kingdom,17-02-2020 02:00,D,Toys and Games,29,61
1180,34843,66,86.67,France,17-02-2020 03:00,,,34,62
1764,36175,92,65.48,Spain,17-02-2020 04:00,D,Toys and Games,40,19
1024,29797,86,80.18,United Kingdom,17-02-2020 05:00,,,,81
