Complaint ID,Complaint Text,Category
840,Incorrect charges on my account statement.,Net Banking Issue
841,Unable to update contact details online.,Notification Issue
842,Net banking account got locked without reason.,Loan Issue
843,HDFC Bank - Interest rate on fixed deposit was not updated.,Cheque Issue
844,HDFC Bank - Net banking account got locked without reason.,Cheque Issue
845,Customer care provided incorrect information.,ATM Issue
846,HDFC Bank - Incorrect charges on my account statement.,Cheque Issue
847,Unable to update contact details online.,Notification Issue
848,Unauthorized transaction detected on my debit card.,Net Banking Issue
849,Cheque clearance took longer than expected.,Credit Card Issue
850,Interest rate on fixed deposit was not updated.,Notification Issue
851,HDFC Bank - ATM did not dispense cash but the amount was deducted.,Account Issue
852,Unable to update contact details online.,Notification Issue
853,Branch staff was unhelpful and rude.,Account Issue
854,Delayed processing of loan application.,Loan Issue
855,Interest rate on fixed deposit was not updated.,Notification Issue
856,HDFC Bank - Net banking account got locked without reason.,Net Banking Issue
857,Mobile banking app is frequently crashing.,Branch Service Issue
858,SMS alerts not received for transactions.,Loan Issue
859,SMS alerts not received for transactions.,Cheque Issue
860,Customer care provided incorrect information.,Branch Service Issue
861,Delay in issuing new debit card.,ATM Issue
862,Customer care provided incorrect information.,Loan Issue
863,Customer care provided incorrect information.,Loan Issue
864,Interest rate on fixed deposit was not updated.,ATM Issue
865,Cheque clearance took longer than expected.,Credit Card Issue
866,HDFC Bank - Branch staff was unhelpful and rude.,Customer Service Issue
867,Incorrect charges on my account statement.,Account Issue
868,HDFC Bank - Incorrect deduction of annual credit card fee.,Account Issue
869,HDFC Bank - Customer care provided incorrect information.,Net Banking Issue
870,Customer support is unreachable most of the time.,Net Banking Issue
871,Mobile banking app is frequently crashing.,Credit Card Issue
872,Customer support is unreachable most of the time.,ATM Issue
873,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
874,Branch staff was unhelpful and rude.,Net Banking Issue
875,HDFC Bank - Customer support is unreachable most of the time.,Customer Service Issue
876,Incorrect charges on my account statement.,Cheque Issue
877,HDFC Bank - SMS alerts not received for transactions.,Notification Issue
878,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
879,Loan EMI was auto-debited twice.,Net Banking Issue
880,Cash deposit machine was not working properly.,Credit Card Issue
881,Credit limit was reduced without notification.,Fraudulent Transaction
882,HDFC Bank - Unauthorized transaction detected on my debit card.,Credit Card Issue
883,HDFC Bank - Incorrect deduction of annual credit card fee.,Loan Issue
884,Net banking account got locked without reason.,Branch Service Issue
885,Branch staff was unhelpful and rude.,Cheque Issue
886,Delayed processing of loan application.,Customer Service Issue
887,Mobile banking app is frequently crashing.,Net Banking Issue
888,HDFC Bank - Loan EMI was auto-debited twice.,Notification Issue
889,Interest rate on fixed deposit was not updated.,Cheque Issue
890,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
891,Incorrect charges on my account statement.,Net Banking Issue
892,Credit card was blocked without prior notice.,Customer Service Issue
893,HDFC Bank - SMS alerts not received for transactions.,Branch Service Issue
894,HDFC Bank - Credit card was blocked without prior notice.,Cheque Issue
895,Net banking account got locked without reason.,Notification Issue
896,Online fund transfer failed but money was debited.,Notification Issue
897,HDFC Bank - Branch staff was unhelpful and rude.,ATM Issue
898,Unauthorized transaction detected on my debit card.,Notification Issue
899,Incorrect charges on my account statement.,Customer Service Issue
900,Cash deposit machine was not working properly.,Customer Service Issue
901,HDFC Bank - Branch staff was unhelpful and rude.,Account Issue
902,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
903,Delayed processing of loan application.,Customer Service Issue
904,Online fund transfer failed but money was debited.,Net Banking Issue
905,Delay in issuing new debit card.,Customer Service Issue
906,Unauthorized transaction detected on my debit card.,ATM Issue
907,Incorrect charges on my account statement.,Branch Service Issue
908,Branch staff was unhelpful and rude.,Net Banking Issue
909,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
910,Customer care provided incorrect information.,Branch Service Issue
911,Branch staff was unhelpful and rude.,Account Issue
912,HDFC Bank - Branch staff was unhelpful and rude.,Account Issue
913,Delay in issuing new debit card.,ATM Issue
914,HDFC Bank - Online fund transfer failed but money was debited.,Fraudulent Transaction
915,Incorrect deduction of annual credit card fee.,Cheque Issue
916,Delayed processing of loan application.,Account Issue
917,Customer care provided incorrect information.,Net Banking Issue
918,Delayed processing of loan application.,Account Issue
919,Delayed processing of loan application.,Customer Service Issue
920,Cheque clearance took longer than expected.,Fraudulent Transaction
921,Online fund transfer failed but money was debited.,Cheque Issue
922,HDFC Bank - Customer care provided incorrect information.,Credit Card Issue
923,Branch staff was unhelpful and rude.,Net Banking Issue
924,HDFC Bank - Delay in issuing new debit card.,Customer Service Issue
925,HDFC Bank - Delayed processing of loan application.,Net Banking Issue
926,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
927,HDFC Bank - Online fund transfer failed but money was debited.,Fraudulent Transaction
928,Delay in issuing new debit card.,Loan Issue
929,HDFC Bank - Incorrect deduction of annual credit card fee.,Cheque Issue
930,Customer support is unreachable most of the time.,Loan Issue
931,Delay in issuing new debit card.,Cheque Issue
932,HDFC Bank - Delay in issuing new debit card.,Credit Card Issue
933,Unable to update contact details online.,ATM Issue
934,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
935,Customer support is unreachable most of the time.,Cheque Issue
936,Unauthorized transaction detected on my debit card.,Cheque Issue
937,ATM did not dispense cash but the amount was deducted.,Cheque Issue
938,Incorrect charges on my account statement.,Credit Card Issue
939,HDFC Bank - Cash deposit machine was not working properly.,Net Banking Issue
940,Unable to update contact details online.,Credit Card Issue
941,Delay in issuing new debit card.,Account Issue
942,Online fund transfer failed but money was debited.,Cheque Issue
943,Branch staff was unhelpful and rude.,Credit Card Issue
944,Customer support is unreachable most of the time.,Cheque Issue
945,Customer care provided incorrect information.,Net Banking Issue
946,Unable to update contact details online.,Account Issue
947,Online fund transfer failed but money was debited.,ATM Issue
948,Interest rate on fixed deposit was not updated.,Customer Service Issue
949,Unable to update contact details online.,Account Issue
950,Cheque clearance took longer than expected.,Branch Service Issue
951,Online fund transfer failed but money was debited.,Branch Service Issue
952,Net banking account got locked without reason.,Account Issue
953,Cheque clearance took longer than expected.,Customer Service Issue
954,Cash deposit machine was not working properly.,Customer Service Issue
955,Customer support is unreachable most of the time.,Account Issue
956,HDFC Bank - Customer support is unreachable most of the time.,Net Banking Issue
957,HDFC Bank - Customer support is unreachable most of the time.,ATM Issue
958,SMS alerts not received for transactions.,Customer Service Issue
959,Interest rate on fixed deposit was not updated.,Customer Service Issue
960,HDFC Bank - Cheque clearance took longer than expected.,Net Banking Issue
961,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
962,ATM did not dispense cash but the amount was deducted.,Branch Service Issue
963,Loan EMI was auto-debited twice.,Loan Issue
964,Online fund transfer failed but money was debited.,Account Issue
965,HDFC Bank - Online fund transfer failed but money was debited.,Branch Service Issue
966,HDFC Bank - Loan EMI was auto-debited twice.,Notification Issue
967,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
968,HDFC Bank - Mobile banking app is frequently crashing.,Net Banking Issue
969,Delayed processing of loan application.,Account Issue
970,Branch staff was unhelpful and rude.,Cheque Issue
971,HDFC Bank - Interest rate on fixed deposit was not updated.,Account Issue
972,Incorrect charges on my account statement.,ATM Issue
973,HDFC Bank - Mobile banking app is frequently crashing.,ATM Issue
974,Unable to update contact details online.,ATM Issue
975,Cash deposit machine was not working properly.,Loan Issue
976,Incorrect charges on my account statement.,Loan Issue
977,Credit card was blocked without prior notice.,Account Issue
978,HDFC Bank - Mobile banking app is frequently crashing.,Loan Issue
979,Cash deposit machine was not working properly.,Loan Issue
980,Branch staff was unhelpful and rude.,Notification Issue
981,Interest rate on fixed deposit was not updated.,Account Issue
982,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
983,Mobile banking app is frequently crashing.,Net Banking Issue
984,Unable to update contact details online.,Fraudulent Transaction
985,Customer support is unreachable most of the time.,Loan Issue
986,Incorrect charges on my account statement.,Account Issue
987,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
988,Interest rate on fixed deposit was not updated.,Cheque Issue
989,HDFC Bank - Loan EMI was auto-debited twice.,Loan Issue
990,SMS alerts not received for transactions.,Customer Service Issue
991,Loan EMI was auto-debited twice.,Branch Service Issue
992,Interest rate on fixed deposit was not updated.,Branch Service Issue
993,Incorrect deduction of annual credit card fee.,Loan Issue
994,Incorrect charges on my account statement.,Credit Card Issue
995,SMS alerts not received for transactions.,Account Issue
996,Net banking account got locked without reason.,Notification Issue
997,Credit limit was reduced without notification.,Notification Issue
998,Incorrect deduction of annual credit card fee.,Branch Service Issue
999,HDFC Bank - Incorrect deduction of annual credit card fee.,Fraudulent Transaction
1000,Unauthorized transaction detected on my debit card.,Account Issue
1001,HDFC Bank - Delay in issuing new debit card.,Branch Service Issue
1002,Incorrect charges on my account statement.,Net Banking Issue
1003,Cheque clearance took longer than expected.,Account Issue
1004,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
1005,HDFC Bank - Credit card was blocked without prior notice.,Account Issue
1006,Delayed processing of loan application.,Credit Card Issue
1007,Delay in issuing new debit card.,Branch Service Issue
1008,HDFC Bank - Branch staff was unhelpful and rude.,Loan Issue
1009,Branch staff was unhelpful and rude.,Fraudulent Transaction
1010,Delay in issuing new debit card.,Branch Service Issue
1011,SMS alerts not received for transactions.,Loan Issue
1012,HDFC Bank - Delay in issuing new debit card.,Loan Issue
1013,Cash deposit machine was not working properly.,Loan Issue
1014,Cash deposit machine was not working properly.,ATM Issue
1015,Customer support is unreachable most of the time.,Customer Service Issue
1016,Online fund transfer failed but money was debited.,Account Issue
1017,Branch staff was unhelpful and rude.,Net Banking Issue
1018,Loan EMI was auto-debited twice.,ATM Issue
1019,Credit card was blocked without prior notice.,Cheque Issue
1020,Loan EMI was auto-debited twice.,Net Banking Issue
1021,Interest rate on fixed deposit was not updated.,Net Banking Issue
1022,Unauthorized transaction detected on my debit card.,Notification Issue
1023,ATM did not dispense cash but the amount was deducted.,Account Issue
1024,SMS alerts not received for transactions.,Credit Card Issue
1025,Cheque clearance took longer than expected.,Notification Issue
1026,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
1027,Interest rate on fixed deposit was not updated.,Customer Service Issue
1028,Customer care provided incorrect information.,Net Banking Issue
1029,Cash deposit machine was not working properly.,Fraudulent Transaction
1030,Mobile banking app is frequently crashing.,Account Issue
1031,Credit limit was reduced without notification.,Customer Service Issue
1032,HDFC Bank - Incorrect deduction of annual credit card fee.,Credit Card Issue
1033,Cheque clearance took longer than expected.,Customer Service Issue
1034,Unable to update contact details online.,Loan Issue
1035,Customer care provided incorrect information.,Account Issue
1036,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
1037,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
1038,HDFC Bank - Customer care provided incorrect information.,Account Issue
1039,Delayed processing of loan application.,Loan Issue
1040,Cash deposit machine was not working properly.,Notification Issue
1041,Unable to update contact details online.,Net Banking Issue
1042,Customer care provided incorrect information.,Notification Issue
1043,Customer support is unreachable most of the time.,Fraudulent Transaction
1044,HDFC Bank - Delayed processing of loan application.,Net Banking Issue
1045,ATM did not dispense cash but the amount was deducted.,Notification Issue
1046,Cheque clearance took longer than expected.,Notification Issue
1047,Interest rate on fixed deposit was not updated.,Account Issue
1048,Cheque clearance took longer than expected.,Net Banking Issue
1049,SMS alerts not received for transactions.,Fraudulent Transaction
1050,Customer care provided incorrect information.,Account Issue
1051,Delay in issuing new debit card.,Customer Service Issue
1052,Net banking account got locked without reason.,Notification Issue
1053,Delayed processing of loan application.,Cheque Issue
1054,Cash deposit machine was not working properly.,Customer Service Issue
1055,HDFC Bank - Unauthorized transaction detected on my debit card.,Account Issue
1056,Cash deposit machine was not working properly.,Cheque Issue
1057,Credit card was blocked without prior notice.,ATM Issue
1058,Loan EMI was auto-debited twice.,Notification Issue
1059,Incorrect deduction of annual credit card fee.,Notification Issue
1060,Credit limit was reduced without notification.,Customer Service Issue
1061,Credit card was blocked without prior notice.,Cheque Issue
1062,HDFC Bank - Loan EMI was auto-debited twice.,ATM Issue
1063,Incorrect charges on my account statement.,Cheque Issue
1064,Mobile banking app is frequently crashing.,Branch Service Issue
1065,Delayed processing of loan application.,ATM Issue
1066,Credit card was blocked without prior notice.,Cheque Issue
1067,Credit card was blocked without prior notice.,Net Banking Issue
1068,Mobile banking app is frequently crashing.,Notification Issue
1069,Credit limit was reduced without notification.,Notification Issue
1070,Customer support is unreachable most of the time.,Notification Issue
1071,HDFC Bank - Net banking account got locked without reason.,Loan Issue
1072,HDFC Bank - Delay in issuing new debit card.,ATM Issue
1073,Incorrect deduction of annual credit card fee.,Net Banking Issue
1074,Loan EMI was auto-debited twice.,Branch Service Issue
1075,HDFC Bank - Unable to update contact details online.,Cheque Issue
1076,HDFC Bank - Unauthorized transaction detected on my debit card.,Customer Service Issue
1077,Net banking account got locked without reason.,Fraudulent Transaction
1078,Delayed processing of loan application.,Loan Issue
1079,ATM did not dispense cash but the amount was deducted.,Customer Service Issue
1080,ATM did not dispense cash but the amount was deducted.,Notification Issue
1081,Branch staff was unhelpful and rude.,ATM Issue
1082,Cash deposit machine was not working properly.,Cheque Issue
1083,Cheque clearance took longer than expected.,Account Issue
1084,Cash deposit machine was not working properly.,Account Issue
1085,Delay in issuing new debit card.,Loan Issue
1086,Credit limit was reduced without notification.,Customer Service Issue
1087,HDFC Bank - Cash deposit machine was not working properly.,Credit Card Issue
1088,HDFC Bank - Unauthorized transaction detected on my debit card.,Credit Card Issue
1089,Branch staff was unhelpful and rude.,Loan Issue
1090,Delayed processing of loan application.,Account Issue
1091,Loan EMI was auto-debited twice.,Credit Card Issue
1092,Unable to update contact details online.,Notification Issue
1093,Delay in issuing new debit card.,Credit Card Issue
1094,Customer support is unreachable most of the time.,Cheque Issue
1095,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
1096,Incorrect charges on my account statement.,Cheque Issue
1097,Loan EMI was auto-debited twice.,ATM Issue
1098,Unauthorized transaction detected on my debit card.,Account Issue
1099,HDFC Bank - Loan EMI was auto-debited twice.,Credit Card Issue
1100,SMS alerts not received for transactions.,Account Issue
1101,SMS alerts not received for transactions.,Cheque Issue
1102,Interest rate on fixed deposit was not updated.,Account Issue
1103,Unauthorized transaction detected on my debit card.,Account Issue
1104,Delay in issuing new debit card.,Notification Issue
1105,Credit card was blocked without prior notice.,Account Issue
1106,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
1107,SMS alerts not received for transactions.,Account Issue
1108,Online fund transfer failed but money was debited.,Branch Service Issue
1109,Delayed processing of loan application.,Customer Service Issue
1110,HDFC Bank - Net banking account got locked without reason.,Loan Issue
1111,HDFC Bank - Net banking account got locked without reason.,Net Banking Issue
1112,Delay in issuing new debit card.,Branch Service Issue
1113,Interest rate on fixed deposit was not updated.,ATM Issue
1114,ATM did not dispense cash but the amount was deducted.,Loan Issue
1115,HDFC Bank - Customer care provided incorrect information.,Customer Service Issue
1116,Cash deposit machine was not working properly.,Branch Service Issue
1117,Cheque clearance took longer than expected.,Loan Issue
1118,Unauthorized transaction detected on my debit card.,Notification Issue
1119,Customer care provided incorrect information.,ATM Issue
1120,HDFC Bank - Credit limit was reduced without notification.,ATM Issue
1121,Loan EMI was auto-debited twice.,Credit Card Issue
1122,Unable to update contact details online.,Net Banking Issue
1123,Delay in issuing new debit card.,Credit Card Issue
1124,ATM did not dispense cash but the amount was deducted.,ATM Issue
1125,Branch staff was unhelpful and rude.,Cheque Issue
1126,Customer support is unreachable most of the time.,Branch Service Issue
1127,Credit limit was reduced without notification.,ATM Issue
1128,HDFC Bank - Online fund transfer failed but money was debited.,Fraudulent Transaction
1129,HDFC Bank - Delayed processing of loan application.,Net Banking Issue
1130,ATM did not dispense cash but the amount was deducted.,Notification Issue
1131,Online fund transfer failed but money was debited.,ATM Issue
1132,Unable to update contact details online.,Loan Issue
1133,Interest rate on fixed deposit was not updated.,Cheque Issue
1134,Credit limit was reduced without notification.,Account Issue
1135,Interest rate on fixed deposit was not updated.,Loan Issue
1136,Unable to update contact details online.,Fraudulent Transaction
1137,Loan EMI was auto-debited twice.,Notification Issue
1138,Customer support is unreachable most of the time.,ATM Issue
1139,Interest rate on fixed deposit was not updated.,Notification Issue
1140,HDFC Bank - Online fund transfer failed but money was debited.,Net Banking Issue
1141,Customer support is unreachable most of the time.,Net Banking Issue
1142,Cash deposit machine was not working properly.,Cheque Issue
1143,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
1144,Mobile banking app is frequently crashing.,Account Issue
1145,SMS alerts not received for transactions.,Customer Service Issue
1146,Customer care provided incorrect information.,Branch Service Issue
1147,ATM did not dispense cash but the amount was deducted.,Notification Issue
1148,Incorrect charges on my account statement.,Customer Service Issue
1149,Credit card was blocked without prior notice.,Credit Card Issue
1150,Online fund transfer failed but money was debited.,Branch Service Issue
1151,HDFC Bank - Incorrect deduction of annual credit card fee.,Branch Service Issue
1152,Incorrect charges on my account statement.,ATM Issue
1153,SMS alerts not received for transactions.,Account Issue
1154,HDFC Bank - Online fund transfer failed but money was debited.,Account Issue
1155,Branch staff was unhelpful and rude.,Net Banking Issue
1156,Credit card was blocked without prior notice.,Account Issue
1157,Interest rate on fixed deposit was not updated.,Notification Issue
1158,Unauthorized transaction detected on my debit card.,Customer Service Issue
1159,HDFC Bank - Incorrect charges on my account statement.,Loan Issue
1160,Unauthorized transaction detected on my debit card.,Credit Card Issue
1161,ATM did not dispense cash but the amount was deducted.,Loan Issue
1162,Incorrect deduction of annual credit card fee.,Net Banking Issue
1163,SMS alerts not received for transactions.,Notification Issue
1164,HDFC Bank - Branch staff was unhelpful and rude.,Credit Card Issue
1165,Interest rate on fixed deposit was not updated.,Fraudulent Transaction
1166,Delayed processing of loan application.,Branch Service Issue
1167,SMS alerts not received for transactions.,Customer Service Issue
1168,HDFC Bank - Interest rate on fixed deposit was not updated.,Notification Issue
1169,Loan EMI was auto-debited twice.,Loan Issue
1170,Incorrect deduction of annual credit card fee.,Notification Issue
1171,Delayed processing of loan application.,Customer Service Issue
1172,HDFC Bank - Interest rate on fixed deposit was not updated.,Cheque Issue
1173,Incorrect deduction of annual credit card fee.,Credit Card Issue
1174,Customer care provided incorrect information.,Customer Service Issue
1175,Online fund transfer failed but money was debited.,Branch Service Issue
1176,Customer care provided incorrect information.,Notification Issue
1177,Loan EMI was auto-debited twice.,Branch Service Issue
1178,HDFC Bank - Cash deposit machine was not working properly.,Account Issue
1179,Interest rate on fixed deposit was not updated.,Notification Issue
1180,Cash deposit machine was not working properly.,Loan Issue
1181,Unable to update contact details online.,Credit Card Issue
1182,HDFC Bank - Interest rate on fixed deposit was not updated.,Loan Issue
1183,Mobile banking app is frequently crashing.,Credit Card Issue
1184,Mobile banking app is frequently crashing.,Cheque Issue
1185,Incorrect charges on my account statement.,Branch Service Issue
1186,Branch staff was unhelpful and rude.,Net Banking Issue
1187,Net banking account got locked without reason.,Net Banking Issue
1188,Cash deposit machine was not working properly.,Credit Card Issue
1189,SMS alerts not received for transactions.,Credit Card Issue
1190,Customer support is unreachable most of the time.,Net Banking Issue
1191,Branch staff was unhelpful and rude.,Cheque Issue
1192,Customer support is unreachable most of the time.,Account Issue
1193,HDFC Bank - Net banking account got locked without reason.,Credit Card Issue
1194,Net banking account got locked without reason.,Account Issue
1195,Interest rate on fixed deposit was not updated.,Net Banking Issue
1196,HDFC Bank - Interest rate on fixed deposit was not updated.,Fraudulent Transaction
1197,Customer support is unreachable most of the time.,Cheque Issue
1198,Unable to update contact details online.,Customer Service Issue
1199,Incorrect charges on my account statement.,Customer Service Issue
1200,Online fund transfer failed but money was debited.,Notification Issue
1201,Customer support is unreachable most of the time.,Branch Service Issue
1202,Cheque clearance took longer than expected.,Branch Service Issue
1203,Mobile banking app is frequently crashing.,Fraudulent Transaction
1204,HDFC Bank - Net banking account got locked without reason.,Notification Issue
1205,Interest rate on fixed deposit was not updated.,Cheque Issue
1206,Incorrect deduction of annual credit card fee.,Credit Card Issue
1207,Branch staff was unhelpful and rude.,Account Issue
1208,Credit card was blocked without prior notice.,Net Banking Issue
1209,HDFC Bank - Net banking account got locked without reason.,Notification Issue
1210,Incorrect deduction of annual credit card fee.,Net Banking Issue
1211,Unauthorized transaction detected on my debit card.,Loan Issue
1212,Unable to update contact details online.,Branch Service Issue
1213,Loan EMI was auto-debited twice.,Notification Issue
1214,Branch staff was unhelpful and rude.,Credit Card Issue
1215,Loan EMI was auto-debited twice.,ATM Issue
1216,HDFC Bank - Credit card was blocked without prior notice.,Customer Service Issue
1217,Credit card was blocked without prior notice.,Customer Service Issue
1218,Unable to update contact details online.,ATM Issue
1219,Cash deposit machine was not working properly.,Loan Issue
1220,Credit card was blocked without prior notice.,Notification Issue
1221,Interest rate on fixed deposit was not updated.,Credit Card Issue
1222,Delay in issuing new debit card.,Customer Service Issue
1223,HDFC Bank - Online fund transfer failed but money was debited.,Net Banking Issue
1224,Branch staff was unhelpful and rude.,Notification Issue
1225,Loan EMI was auto-debited twice.,Cheque Issue
1226,Mobile banking app is frequently crashing.,Net Banking Issue
1227,Credit card was blocked without prior notice.,Account Issue
1228,Customer care provided incorrect information.,Customer Service Issue
1229,Branch staff was unhelpful and rude.,Loan Issue
1230,Delay in issuing new debit card.,Branch Service Issue
1231,Unauthorized transaction detected on my debit card.,Branch Service Issue
1232,HDFC Bank - Unable to update contact details online.,Fraudulent Transaction
1233,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
1234,Branch staff was unhelpful and rude.,Notification Issue
1235,Incorrect charges on my account statement.,ATM Issue
1236,HDFC Bank - Credit card was blocked without prior notice.,ATM Issue
1237,ATM did not dispense cash but the amount was deducted.,Cheque Issue
1238,Unable to update contact details online.,Notification Issue
1239,Loan EMI was auto-debited twice.,ATM Issue
1240,HDFC Bank - Customer care provided incorrect information.,Net Banking Issue
1241,HDFC Bank - Net banking account got locked without reason.,Notification Issue
1242,Customer care provided incorrect information.,Account Issue
1243,HDFC Bank - Loan EMI was auto-debited twice.,Net Banking Issue
1244,Credit card was blocked without prior notice.,Net Banking Issue
1245,HDFC Bank - Delayed processing of loan application.,Customer Service Issue
1246,HDFC Bank - Unauthorized transaction detected on my debit card.,Cheque Issue
1247,HDFC Bank - Branch staff was unhelpful and rude.,Fraudulent Transaction
1248,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
1249,Online fund transfer failed but money was debited.,Cheque Issue
1250,Loan EMI was auto-debited twice.,ATM Issue
1251,Cheque clearance took longer than expected.,Branch Service Issue
1252,SMS alerts not received for transactions.,Net Banking Issue
1253,HDFC Bank - Customer support is unreachable most of the time.,Fraudulent Transaction
1254,Branch staff was unhelpful and rude.,Loan Issue
1255,HDFC Bank - Unauthorized transaction detected on my debit card.,Notification Issue
1256,Customer support is unreachable most of the time.,Notification Issue
1257,Incorrect charges on my account statement.,Cheque Issue
1258,HDFC Bank - Loan EMI was auto-debited twice.,Cheque Issue
1259,Interest rate on fixed deposit was not updated.,Loan Issue
1260,Unable to update contact details online.,Credit Card Issue
1261,HDFC Bank - Interest rate on fixed deposit was not updated.,Account Issue
1262,Cash deposit machine was not working properly.,Fraudulent Transaction
1263,Credit card was blocked without prior notice.,Branch Service Issue
1264,ATM did not dispense cash but the amount was deducted.,ATM Issue
1265,ATM did not dispense cash but the amount was deducted.,Cheque Issue
1266,HDFC Bank - Credit limit was reduced without notification.,Cheque Issue
1267,HDFC Bank - Delay in issuing new debit card.,Branch Service Issue
1268,Interest rate on fixed deposit was not updated.,Account Issue
1269,Branch staff was unhelpful and rude.,Branch Service Issue
1270,SMS alerts not received for transactions.,Cheque Issue
1271,Branch staff was unhelpful and rude.,Fraudulent Transaction
1272,Delay in issuing new debit card.,Net Banking Issue
1273,Credit limit was reduced without notification.,Loan Issue
1274,Cash deposit machine was not working properly.,Account Issue
1275,Credit limit was reduced without notification.,Loan Issue
1276,Credit limit was reduced without notification.,Branch Service Issue
1277,Delay in issuing new debit card.,Loan Issue
1278,Branch staff was unhelpful and rude.,Account Issue
1279,Online fund transfer failed but money was debited.,ATM Issue
1280,HDFC Bank - Unable to update contact details online.,Customer Service Issue
1281,Credit card was blocked without prior notice.,Fraudulent Transaction
1282,HDFC Bank - Delayed processing of loan application.,ATM Issue
1283,Mobile banking app is frequently crashing.,Branch Service Issue
1284,Delayed processing of loan application.,Cheque Issue
1285,Incorrect deduction of annual credit card fee.,Cheque Issue
1286,Branch staff was unhelpful and rude.,Credit Card Issue
1287,Unauthorized transaction detected on my debit card.,Branch Service Issue
1288,Customer support is unreachable most of the time.,Branch Service Issue
1289,Net banking account got locked without reason.,Credit Card Issue
1290,Unauthorized transaction detected on my debit card.,Account Issue
1291,Credit limit was reduced without notification.,Credit Card Issue
1292,HDFC Bank - SMS alerts not received for transactions.,Fraudulent Transaction
1293,Delayed processing of loan application.,Net Banking Issue
1294,Net banking account got locked without reason.,Branch Service Issue
1295,Incorrect charges on my account statement.,Credit Card Issue
1296,Mobile banking app is frequently crashing.,Account Issue
1297,Net banking account got locked without reason.,Branch Service Issue
1298,ATM did not dispense cash but the amount was deducted.,ATM Issue
1299,Cheque clearance took longer than expected.,ATM Issue
1300,Loan EMI was auto-debited twice.,Fraudulent Transaction
1301,Cheque clearance took longer than expected.,Net Banking Issue
1302,Credit limit was reduced without notification.,Customer Service Issue
1303,Unauthorized transaction detected on my debit card.,Fraudulent Transaction
1304,HDFC Bank - Cheque clearance took longer than expected.,Credit Card Issue
1305,Unauthorized transaction detected on my debit card.,Branch Service Issue
1306,Delayed processing of loan application.,Loan Issue
1307,Online fund transfer failed but money was debited.,ATM Issue
1308,Interest rate on fixed deposit was not updated.,Credit Card Issue
1309,Cash deposit machine was not working properly.,Branch Service Issue
1310,Mobile banking app is frequently crashing.,ATM Issue
1311,Cash deposit machine was not working properly.,Branch Service Issue
1312,HDFC Bank - Customer support is unreachable most of the time.,Loan Issue
1313,Online fund transfer failed but money was debited.,Loan Issue
1314,Delayed processing of loan application.,Net Banking Issue
1315,Cheque clearance took longer than expected.,Loan Issue
1316,HDFC Bank - Online fund transfer failed but money was debited.,Branch Service Issue
1317,SMS alerts not received for transactions.,Loan Issue
1318,Delay in issuing new debit card.,Notification Issue
1319,HDFC Bank - Unable to update contact details online.,Customer Service Issue
1320,Credit card was blocked without prior notice.,Branch Service Issue
1321,HDFC Bank - Delayed processing of loan application.,ATM Issue
1322,Cash deposit machine was not working properly.,Cheque Issue
1323,Net banking account got locked without reason.,Cheque Issue
1324,Delayed processing of loan application.,Fraudulent Transaction
1325,Credit card was blocked without prior notice.,Fraudulent Transaction
1326,Delay in issuing new debit card.,Net Banking Issue
1327,Credit card was blocked without prior notice.,Account Issue
1328,HDFC Bank - Customer care provided incorrect information.,Fraudulent Transaction
1329,HDFC Bank - Credit card was blocked without prior notice.,Net Banking Issue
1330,HDFC Bank - Incorrect deduction of annual credit card fee.,Loan Issue
1331,Cash deposit machine was not working properly.,Customer Service Issue
1332,Branch staff was unhelpful and rude.,Cheque Issue
1333,HDFC Bank - Customer care provided incorrect information.,Cheque Issue
1334,Credit limit was reduced without notification.,Loan Issue
1335,HDFC Bank - Customer support is unreachable most of the time.,Notification Issue
1336,HDFC Bank - Incorrect deduction of annual credit card fee.,Account Issue
1337,Branch staff was unhelpful and rude.,Notification Issue
1338,Incorrect charges on my account statement.,Branch Service Issue
1339,HDFC Bank - Online fund transfer failed but money was debited.,ATM Issue
1340,Credit card was blocked without prior notice.,Cheque Issue
1341,Credit limit was reduced without notification.,Loan Issue
1342,HDFC Bank - Incorrect deduction of annual credit card fee.,ATM Issue
1343,HDFC Bank - Customer support is unreachable most of the time.,Account Issue
1344,Mobile banking app is frequently crashing.,ATM Issue
