CustomerID,Age,Gender,AnnualIncome,PurchaseAmount,PurchaseFrequency,LastPurchaseDate,ProductCategory,LoyaltyProgramMember,CustomerRating
758,20,Female,107902,413.6736953,11,27-01-2025,Toys,1,3.963270632
759,33,Male,48557,34.70405533,1,28-01-2025,Books,1,4.345783585
760,40,Male,91334,191.2335423,25,29-01-2025,Clothing,0,1.218958544
761,28,Female,95163,463.1635895,42,30-01-2025,Toys,1,4.104195835
762,29,Male,98002,254.006655,24,31-01-2025,Toys,1,3.454825927
763,27,Other,62614,332.7453538,43,01-02-2025,Books,1,1.278031186
764,49,Other,32720,456.7366761,17,02-02-2025,,0,3.034311687
765,33,Male,77608,437.5283718,8,03-02-2025,Home,0,1.329832312
766,25,Other,92095,253.4010859,45,04-02-2025,Books,0,3.943788807
767,55,Male,104694,221.6349198,27,05-02-2025,Toys,0,3.186006856
768,29,Female,116452,173.1478461,18,06-02-2025,Toys,1,4.81429415
769,41,Male,107593,360.9146244,27,07-02-2025,Electronics,1,1.732541486
770,45,Female,55892,147.0584657,22,08-02-2025,Clothing,1,3.42413381
771,25,Other,97242,128.6943652,16,09-02-2025,Electronics,0,1.846328538
772,45,Female,97606,181.3436978,2,10-02-2025,Home,0,3.456259939
773,53,Other,20924,92.72145316,5,11-02-2025,Books,1,3.890598809
774,43,Male,71322,349.0843089,18,12-02-2025,Toys,0,3.889217317
775,25,Other,46478,310.0391214,3,13-02-2025,Clothing,0,4.260295963
776,67,Male,91042,244.0248744,27,14-02-2025,Toys,1,4.414200912
777,45,Male,66418,198.2112607,17,15-02-2025,Electronics,0,1.309086905
778,45,Female,82217,454.9859587,16,16-02-2025,Electronics,0,2.373068628
779,54,Female,110140,19.41627357,6,17-02-2025,Books,1,3.748490081
780,58,Female,100846,385.708333,7,18-02-2025,Clothing,0,2.99434515
781,53,Female,93762,451.445238,14,19-02-2025,Clothing,1,1.762703787
782,44,Other,31781,225.9455168,38,20-02-2025,Books,1,3.210838281
783,34,Other,25515,277.5917933,40,21-02-2025,Electronics,0,2.629742611
784,26,Other,56133,472.5095255,15,22-02-2025,Electronics,1,2.560153111
785,50,Male,102508,110.0773701,47,23-02-2025,Electronics,0,4.23901487
786,37,Other,117628,262.4667497,47,24-02-2025,Toys,0,2.630393335
787,30,Other,96946,239.9869579,48,25-02-2025,Home,0,1.105818022
788,45,Other,105058,132.9043607,33,26-02-2025,Electronics,0,1.232253356
,65,Female,29095,410.203649,43,27-02-2025,Home,0,4.424976167
790,46,Other,108583,450.3022944,27,28-02-2025,Home,0,4.84240324
791,30,Male,40470,392.056627,29,01-03-2025,Clothing,0,3.753637346
792,63,Female,,101.7026856,37,02-03-2025,Books,0,2.457473176
,52,Male,28531,47.94057457,5,03-03-2025,Toys,0,4.754401263
794,23,Other,57038,304.6950202,29,04-03-2025,Home,1,3.651212346
795,35,Female,107939,33.26190645,32,05-03-2025,Toys,1,4.377334197
796,68,Male,62674,338.0488148,6,06-03-2025,Clothing,0,4.063409216
797,22,Other,114658,267.5599891,2,07-03-2025,Electronics,0,2.516557263
798,64,Male,102476,333.0789377,6,08-03-2025,Home,0,2.914808803
799,42,Male,49831,297.134533,46,09-03-2025,Books,1,1.744528617
800,19,Male,77174,214.2377719,43,10-03-2025,Clothing,1,2.168056402
801,27,Other,31279,104.4342042,4,11-03-2025,Toys,0,4.112502645
802,47,Other,58220,156.3225572,29,12-03-2025,Electronics,0,4.575913568
803,67,Male,80610,264.6277842,25,13-03-2025,Toys,0,3.897841693
804,62,Female,72719,327.6747064,9,14-03-2025,Books,1,2.860694787
805,22,Female,73051,390.8440934,3,15-03-2025,Home,0,1.346037076
,50,Other,92013,384.7495056,26,16-03-2025,Books,1,1.227791795
807,18,Other,76652,486.4809279,48,17-03-2025,Toys,1,
808,35,Other,85524,146.4915171,43,18-03-2025,Toys,0,2.855286875
809,49,Other,102936,40.19980057,27,19-03-2025,Books,1,3.436482489
810,64,Other,26470,176.1001831,36,20-03-2025,Books,0,1.025958086
811,66,Female,87598,372.9307652,32,21-03-2025,Books,1,4.958891562
812,28,Other,61798,221.8652673,1,22-03-2025,Electronics,1,2.455755534
813,38,Male,73473,409.8052731,16,23-03-2025,Toys,0,4.392378655
814,43,Male,39880,276.9165508,48,24-03-2025,Clothing,0,3.139866823
815,42,Female,64439,465.2469027,11,25-03-2025,Electronics,1,1.521757818
816,39,Male,34308,474.1924038,26,26-03-2025,,1,4.19026221
817,44,Female,111563,39.30573048,40,27-03-2025,Electronics,1,3.8393083
818,66,Female,116256,230.9246527,1,28-03-2025,Clothing,0,3.10974434
819,30,Male,55081,306.7960853,,29-03-2025,Books,0,3.058212365
820,50,Other,95242,131.6569077,28,30-03-2025,Toys,0,1.349918423
821,51,Male,70383,206.5030058,9,31-03-2025,Home,0,3.623395794
822,58,Male,29837,340.4523629,44,01-04-2025,Home,1,4.644980623
823,52,Female,72151,117.2334423,22,02-04-2025,Toys,1,1.372979677
824,18,Male,56824,302.9807697,8,03-04-2025,Clothing,1,2.054045803
825,38,Female,53073,350.2366749,49,04-04-2025,Home,1,4.609231894
826,65,Other,117624,49.79567399,42,05-04-2025,Electronics,1,2.137375639
827,23,Other,113648,251.2770114,27,06-04-2025,Home,0,3.615774689
828,45,Other,46299,135.2246148,39,07-04-2025,Toys,0,3.13927266
829,34,Male,119993,363.5712462,19,08-04-2025,Electronics,1,3.38531042
830,22,Female,78861,98.82997673,25,09-04-2025,Home,1,2.663155606
831,48,Other,50063,446.6577682,38,,Toys,1,2.199965882
832,22,Female,89453,218.3159616,21,11-04-2025,Clothing,1,1.194133803
833,55,Female,88472,103.0115,24,12-04-2025,Toys,1,3.977123757
834,20,Other,34506,221.8207892,24,13-04-2025,Clothing,1,3.984373849
835,40,Other,114341,207.3281626,19,14-04-2025,Electronics,1,3.68290296
836,54,Female,99854,217.3148849,47,15-04-2025,Toys,1,3.574535152
837,54,Other,46026,294.8528403,2,16-04-2025,Books,0,1.974868529
838,27,Female,47672,262.9809938,14,17-04-2025,Books,1,1.089379735
,27,Female,58417,79.13968018,32,18-04-2025,,1,4.234861588
840,36,Other,72413,37.46164096,42,19-04-2025,Books,0,2.964554143
841,34,Male,85066,366.0606471,,20-04-2025,Books,0,2.227352523
842,38,Other,79213,282.0601308,28,21-04-2025,Clothing,1,1.407727627
843,31,Male,70971,182.7053802,48,22-04-2025,Toys,0,1.250886364
844,26,Female,47281,405.1371221,39,23-04-2025,Electronics,0,2.395466887
845,63,Female,48091,197.0889448,40,24-04-2025,Books,1,4.218948259
846,18,Male,70494,,42,25-04-2025,Books,0,4.674894997
847,68,Female,38610,156.3492831,47,26-04-2025,Electronics,1,4.587005458
848,62,Male,21079,41.05842228,40,27-04-2025,Electronics,1,4.680003339
849,30,Male,115386,466.6566484,13,28-04-2025,Books,1,4.630901373
850,21,Female,66751,200.302809,12,29-04-2025,Clothing,0,3.108899006
851,18,Male,106126,397.3828236,8,30-04-2025,Electronics,0,1.877662554
852,66,Other,75432,143.1763459,15,01-05-2025,Toys,1,4.192186331
853,57,Other,50951,324.9507305,26,02-05-2025,Toys,1,1.854851899
854,49,Female,100863,437.2888823,12,03-05-2025,Clothing,0,2.068829107
855,51,Female,98291,25.61379106,43,04-05-2025,Home,1,1.933017287
856,45,Male,79872,416.1647035,46,05-05-2025,Clothing,0,3.059929615
857,48,Male,27235,287.8098375,27,06-05-2025,Books,0,2.287310033
858,25,Male,102733,305.6985182,18,07-05-2025,Home,0,1.616624199
859,56,Male,82712,263.9632104,45,08-05-2025,Books,0,2.812693648
860,43,Other,41473,437.8651761,36,09-05-2025,Toys,0,4.495628955
861,51,Other,87567,26.49951183,49,10-05-2025,Electronics,0,3.28221142
862,20,Female,99823,134.2090538,27,11-05-2025,Books,1,4.513342424
863,67,Male,52230,438.5024567,9,12-05-2025,Toys,1,1.78348874
864,29,Male,104573,377.4111228,39,13-05-2025,Clothing,0,1.667895495
865,18,Female,112588,13.73435429,1,14-05-2025,Books,0,3.302308503
866,61,Male,88876,260.9181102,7,15-05-2025,Toys,1,2.853315606
867,22,Male,60644,267.138477,26,16-05-2025,Electronics,1,3.640690567
868,47,Male,68664,203.4366569,7,17-05-2025,Books,1,
869,47,Male,65203,152.2096994,7,18-05-2025,Toys,1,4.005229183
,34,Male,86677,342.453801,8,19-05-2025,Books,1,4.769044695
871,65,Female,45425,107.85628,16,20-05-2025,Electronics,1,2.593025637
872,64,Male,104817,400.4795382,3,21-05-2025,Books,1,1.825546969
873,40,Female,105961,402.5033946,45,22-05-2025,Books,1,3.20365056
874,32,Male,117649,210.5544116,10,23-05-2025,Toys,0,1.442972481
875,54,Other,89806,145.3562654,7,24-05-2025,Home,1,2.155404493
876,38,Other,62814,145.5196999,,25-05-2025,Books,0,1.831552221
877,31,Other,90219,243.7342054,37,26-05-2025,Home,,2.586254867
878,19,Other,69646,361.1917163,31,27-05-2025,Clothing,1,1.4448663
879,28,Female,59884,182.640002,23,28-05-2025,Books,1,1.127366978
880,68,Female,115345,306.971456,27,29-05-2025,Home,1,3.627176019
881,56,Male,89322,194.329808,22,30-05-2025,Clothing,1,3.440995913
882,55,Other,41650,155.7389786,39,31-05-2025,Toys,0,3.833435744
883,51,Female,114242,17.30546038,27,01-06-2025,Books,1,3.641545761
884,55,Male,29190,6.937482339,49,02-06-2025,Toys,0,1.457178725
885,67,Male,58196,117.4678005,4,03-06-2025,Clothing,,2.164315526
886,51,Female,59449,206.171112,24,04-06-2025,Toys,1,1.51810644
887,35,Other,59661,426.3742778,23,05-06-2025,Toys,0,4.371889608
,47,Male,49709,400.2497003,48,06-06-2025,Electronics,1,3.987614621
889,32,Other,100428,137.246805,19,07-06-2025,Clothing,1,1.806108012
890,44,Other,95179,126.0475193,42,08-06-2025,Toys,1,2.365236962
891,68,Other,29943,117.5244252,3,09-06-2025,Home,0,4.866459969
892,51,Male,63240,172.9224836,27,10-06-2025,Clothing,1,3.376637432
893,69,Other,65760,251.6083662,3,11-06-2025,Electronics,0,4.204622389
894,55,Male,41042,222.1405472,28,12-06-2025,Books,1,2.058364139
895,50,Other,63894,113.0452334,17,13-06-2025,Toys,1,1.840211681
896,41,Male,26869,69.57344792,31,14-06-2025,Home,0,4.135667715
897,32,Other,81078,11.22601718,10,15-06-2025,Electronics,0,3.743489821
898,47,Female,76759,81.21180314,49,16-06-2025,Clothing,,3.723911717
899,59,Other,64306,354.1514032,22,17-06-2025,Toys,0,3.210538327
900,68,Other,75371,125.6010918,30,18-06-2025,,0,3.254313371
901,34,Male,40918,236.957896,49,19-06-2025,Electronics,0,3.942790021
902,22,Male,48379,297.6940687,21,20-06-2025,Home,1,2.080009924
903,46,Other,110810,443.9862469,36,21-06-2025,Books,0,2.411073863
904,21,Female,103232,444.9832737,23,22-06-2025,Books,1,4.486547082
905,27,Female,22962,374.1381982,38,23-06-2025,Books,1,2.235460804
906,34,Male,33851,22.40271106,12,24-06-2025,Clothing,1,3.185238286
907,27,Female,65747,289.6598574,25,25-06-2025,Electronics,,3.810557856
908,34,Other,72349,,20,26-06-2025,Clothing,,4.999699307
909,37,Male,90832,13.55758216,49,27-06-2025,Electronics,,2.741165326
910,41,Other,76356,277.0938838,49,28-06-2025,Home,1,2.712371506
911,22,Male,34745,429.5932522,42,29-06-2025,Home,1,4.370353518
912,51,Male,25730,239.6805275,7,30-06-2025,Clothing,1,4.222012445
913,23,Male,33921,7.032570434,29,01-07-2025,Clothing,0,3.924303527
914,19,Male,118430,10.45161238,48,02-07-2025,Home,0,2.85291855
915,30,Female,91138,211.2348385,29,03-07-2025,Toys,0,2.295756481
916,60,Other,103111,81.72929037,13,04-07-2025,Books,0,3.43492193
917,60,Other,39023,333.9030753,3,05-07-2025,Books,1,4.504893173
918,65,Other,65349,355.8556361,2,06-07-2025,Home,0,4.535109833
919,28,Male,101533,93.05049875,16,07-07-2025,Books,1,1.43399338
920,68,Female,103286,444.8239778,30,08-07-2025,Toys,0,2.713401135
921,64,Other,61979,223.7443833,38,09-07-2025,Toys,0,2.858887825
922,40,Female,42837,75.70872426,6,10-07-2025,Electronics,0,4.91046147
923,33,Male,34997,383.304541,45,11-07-2025,Clothing,0,3.711992061
924,48,Other,108603,396.0373775,7,12-07-2025,Books,1,2.628985669
925,28,Female,65039,321.451259,5,13-07-2025,Toys,0,1.104231544
926,33,Male,40923,427.4654488,7,14-07-2025,Clothing,1,3.26154064
927,25,Female,28876,369.9996212,34,15-07-2025,Clothing,1,1.384303903
928,21,Other,80973,441.6918399,32,16-07-2025,Electronics,1,4.337799829
929,57,Other,22887,219.774584,49,17-07-2025,Clothing,1,4.010074642
930,21,Male,83723,375.0605784,13,18-07-2025,Clothing,1,2.84203664
931,42,Male,62422,499.8770239,30,19-07-2025,Home,1,2.716843118
932,20,Male,71413,363.8409428,25,20-07-2025,Electronics,1,4.589355862
933,49,Female,22841,61.52097122,21,21-07-2025,Electronics,0,2.153833402
934,20,Female,48756,261.5677676,21,22-07-2025,Books,1,1.996079848
935,44,Female,91576,295.7371567,28,23-07-2025,Clothing,0,4.756789731
936,46,Male,30304,91.23428416,48,24-07-2025,Books,0,4.236983347
937,49,Other,50341,481.6313589,20,25-07-2025,Toys,1,4.282502372
938,67,Other,24758,91.91198993,34,26-07-2025,Clothing,1,1.780775257
939,68,Female,37010,92.89117026,5,27-07-2025,Toys,0,1.573183966
940,36,Female,80758,458.0077333,18,28-07-2025,Home,0,1.104118199
941,38,Other,51658,235.2766894,39,29-07-2025,Clothing,1,1.948166036
942,22,Other,69002,36.27819824,43,30-07-2025,Books,1,4.096761967
943,35,Female,21375,301.1028125,11,31-07-2025,Books,0,1.960153675
944,45,Female,119485,302.9040426,17,01-08-2025,Clothing,0,3.916413134
945,59,Other,42092,36.92787555,48,02-08-2025,Books,1,2.007633061
946,39,Male,20490,486.3986353,45,03-08-2025,Clothing,0,2.581169992
947,38,Female,23729,274.2948328,22,04-08-2025,Electronics,0,4.93264916
948,23,Other,25974,282.0988825,37,05-08-2025,Books,1,1.979246925
949,18,Other,105216,262.4571302,20,06-08-2025,Clothing,0,2.505482509
,22,Other,103860,307.3122309,48,07-08-2025,,1,2.204348722
951,58,Other,116870,135.8283776,48,08-08-2025,Books,1,1.438499945
952,29,Male,41398,147.1844672,48,09-08-2025,Electronics,1,2.959576569
953,43,Other,54650,258.1128494,46,10-08-2025,Books,0,2.514762653
954,63,Female,41292,404.3094981,6,11-08-2025,Clothing,1,3.779548343
955,51,Male,23159,29.68296536,34,12-08-2025,Electronics,0,4.270378188
956,66,Other,118162,303.685085,14,13-08-2025,Toys,1,3.176998858
957,31,Male,82766,404.3551805,48,14-08-2025,Home,1,1.128785688
958,43,,114887,82.67404966,23,15-08-2025,Books,0,3.475689425
959,62,Other,37065,12.43615828,20,16-08-2025,Clothing,0,1.22156292
960,44,Female,41638,159.7930811,13,17-08-2025,Electronics,0,3.465425294
961,26,Other,21073,296.1311348,47,18-08-2025,Electronics,1,3.740119797
962,43,,66511,73.45017084,44,19-08-2025,Toys,0,1.79107051
963,64,Other,104307,215.9305736,41,20-08-2025,Books,1,4.277384595
964,39,Other,49320,278.3991412,32,21-08-2025,Electronics,0,4.644340526
965,64,Other,89876,301.4471319,26,22-08-2025,Toys,1,4.252347856
966,47,Male,54924,140.8338019,14,23-08-2025,Clothing,1,2.220436761
967,60,Other,101720,203.0146698,36,24-08-2025,Toys,1,3.34657205
968,65,Other,60734,390.2779184,8,25-08-2025,Books,1,4.659260597
969,34,Male,88116,470.9012736,40,26-08-2025,Toys,0,2.282658905
970,43,Male,60025,431.6307639,22,27-08-2025,Electronics,0,4.280111289
971,53,Male,114503,284.3203334,22,28-08-2025,Electronics,1,1.037900525
972,18,Male,22159,208.0949375,16,29-08-2025,Home,1,1.014586811
973,25,Male,68940,169.8135241,27,30-08-2025,Toys,0,4.038846641
974,66,Male,99436,66.85350021,10,31-08-2025,Clothing,0,4.045790329
975,52,Other,96976,57.74286737,25,01-09-2025,Books,0,4.155908751
976,69,Other,34678,345.7370243,31,02-09-2025,Home,0,4.720107352
977,32,Female,81075,133.598236,21,03-09-2025,Toys,0,1.471625247
978,64,Other,67204,131.0575348,27,04-09-2025,Clothing,0,1.92793994
979,39,Other,32021,499.106552,17,05-09-2025,Home,1,4.614899681
980,31,Male,26772,98.02334915,,06-09-2025,Electronics,0,1.708944791
981,43,Male,87163,78.28958095,31,07-09-2025,Books,0,3.72891707
982,45,Other,93755,53.84918774,42,08-09-2025,Toys,1,3.121852
983,40,Female,43464,292.0036459,26,09-09-2025,Clothing,0,1.332774707
984,31,Male,71137,315.7925939,21,10-09-2025,Electronics,0,2.141054648
985,41,Other,50232,185.7878235,36,11-09-2025,Home,0,3.081488866
986,19,Other,81497,270.0296011,1,12-09-2025,Books,1,4.409400467
987,62,Female,94024,395.2577678,4,13-09-2025,Home,0,3.830153958
988,43,Female,,409.9615633,4,14-09-2025,,1,3.487532646
989,31,Male,104517,479.1664775,26,15-09-2025,Clothing,0,2.98413156
990,68,Female,20901,413.012653,4,16-09-2025,Electronics,1,2.194735935
991,24,Other,107980,284.5965112,49,17-09-2025,Toys,0,1.476979645
992,20,Other,103597,93.93019809,9,18-09-2025,Clothing,0,2.636304138
,64,Female,22881,54.38296106,30,19-09-2025,Books,0,1.114073976
994,40,Female,49863,31.98338551,45,20-09-2025,Home,1,1.844223557
995,63,Female,25622,334.9302867,4,21-09-2025,Books,0,2.729933503
996,60,Female,21378,404.7304464,5,22-09-2025,Clothing,0,2.674420743
997,64,Male,103168,256.7985556,45,23-09-2025,Clothing,1,1.177181724
998,62,Female,113847,32.08351654,23,24-09-2025,Toys,1,3.356240614
999,35,Male,91186,270.0579344,16,25-09-2025,Home,1,3.198737023
1000,55,Other,65201,468.1958845,22,26-09-2025,Clothing,0,1.312417216
1001,52,Female,79251,300.8185295,37,27-09-2025,Books,1,4.77265221
1002,68,Male,92572,405.6666068,8,28-09-2025,Toys,0,1.397531116
1003,32,Female,59255,401.075561,48,29-09-2025,Books,,4.419336605
1004,42,Other,83212,466.4039044,33,30-09-2025,Home,1,1.001238928
,54,Other,70210,386.263239,38,01-10-2025,Toys,0,4.52912438
1006,45,Other,42499,375.1117544,43,02-10-2025,Toys,0,1.078878929
1007,27,Female,71628,120.8808192,16,03-10-2025,Toys,0,4.031248128
1008,56,Female,81360,34.66295188,5,04-10-2025,Electronics,0,2.446763245
1009,34,Male,24603,261.2117352,,05-10-2025,Toys,1,3.952867201
1010,56,Other,113309,66.59493293,7,06-10-2025,Books,1,2.606980822
1011,39,Female,105473,481.2869588,1,07-10-2025,Books,1,1.283631689
1012,43,Other,32632,148.5127575,9,08-10-2025,Home,0,4.070026782
1013,61,Other,50607,427.2073807,18,09-10-2025,Clothing,0,1.285010741
1014,42,Male,111873,196.8741895,45,10-10-2025,Clothing,1,4.688481744
1015,34,Male,85756,,47,11-10-2025,Electronics,1,1.203896143
1016,30,Male,66994,467.9034933,3,12-10-2025,Toys,0,2.917301111
1017,37,Male,83382,184.8446732,24,13-10-2025,Electronics,1,3.892137723
1018,42,,90354,198.1925148,28,14-10-2025,Home,1,2.572985859
1019,21,Male,76344,57.51543091,10,15-10-2025,Home,1,1.868933898
1020,27,Male,73775,336.8710993,9,16-10-2025,Clothing,0,4.036363846
1021,20,Male,27349,147.9755102,13,17-10-2025,Home,1,4.137178819
1022,58,Male,91154,294.8740631,48,18-10-2025,Toys,0,4.690779936
1023,62,Other,47464,297.7190935,35,19-10-2025,Books,1,2.504660442
1024,35,Male,62624,361.0038493,23,20-10-2025,Home,0,3.025006938
1025,64,Other,57344,373.8945357,47,21-10-2025,Electronics,1,2.452513771
1026,53,Female,103791,259.653955,17,22-10-2025,Toys,1,2.028327287
1027,64,Other,44299,168.8410141,46,23-10-2025,Home,1,4.004131846
1028,39,Other,67975,419.5381929,7,24-10-2025,Home,0,2.35860738
1029,51,Male,21462,158.3834965,16,25-10-2025,Toys,1,2.712597768
1030,64,Female,101441,256.2170018,40,26-10-2025,Home,1,2.61469463
1031,25,Female,110456,203.6200287,36,27-10-2025,Books,0,3.850644903
1032,57,Female,101788,428.2638011,20,28-10-2025,Clothing,0,4.671182504
1033,66,Female,60581,218.7996729,24,29-10-2025,Toys,1,3.667024245
1034,61,Other,91289,196.1190985,47,30-10-2025,Electronics,1,2.886330384
1035,36,Female,34175,346.462728,5,31-10-2025,,1,4.116820459
1036,59,Other,26191,303.2083494,45,01-11-2025,Clothing,1,3.563885296
1037,58,Other,103434,58.08718258,6,02-11-2025,Electronics,1,1.242441428
1038,54,Other,104518,256.5435591,28,03-11-2025,Electronics,0,1.382654346
1039,23,Female,100158,369.0618022,5,04-11-2025,Books,1,1.151667776
,69,Male,86537,496.0770085,49,05-11-2025,Clothing,0,2.827265305
1041,43,Male,67645,316.4276828,39,06-11-2025,Toys,0,4.303413737
1042,51,Female,43283,188.2950679,38,07-11-2025,Clothing,1,2.252332677
1043,62,Male,106971,116.9450419,2,08-11-2025,Clothing,0,2.536640732
1044,23,Male,112759,437.0509659,43,09-11-2025,Electronics,1,4.637908433
1045,54,Other,79123,408.20978,39,10-11-2025,Books,0,4.347613781
1046,50,Other,50024,120.7917963,21,11-11-2025,Books,0,3.66019245
1047,39,Female,69630,104.3128846,40,12-11-2025,Clothing,1,2.067215128
1048,38,Female,50734,358.9927045,37,13-11-2025,Clothing,1,1.468165931
1049,23,Male,20515,160.9012706,18,14-11-2025,Home,0,1.064235291
1050,23,Other,86727,156.6674052,48,15-11-2025,Electronics,1,1.42804269
1051,65,Female,117800,80.3836723,46,16-11-2025,Toys,1,2.170385774
1052,21,Female,66216,135.6678823,12,17-11-2025,Toys,0,3.207160254
1053,47,Female,91833,216.616241,17,18-11-2025,Books,0,1.256000331
1054,28,Female,78755,367.7549769,37,19-11-2025,Electronics,0,1.544911113
1055,47,Female,47856,171.4725067,46,20-11-2025,Books,1,1.724322809
1056,48,Female,93870,167.659148,38,21-11-2025,Toys,1,3.527928372
1057,41,Male,44162,146.03206,15,22-11-2025,Clothing,1,3.463159196
1058,26,Other,26008,241.7504154,7,23-11-2025,Electronics,0,3.203062905
1059,20,Other,27987,94.41516548,14,24-11-2025,Electronics,1,2.002005699
1060,68,Female,82532,245.3872133,1,25-11-2025,Home,0,2.484478765
1061,48,Other,116502,353.5669003,38,26-11-2025,Clothing,,1.386758865
1062,57,Other,23332,19.7462995,3,27-11-2025,Clothing,0,1.905842415
1063,,Other,86323,9.840793251,37,28-11-2025,Books,0,4.590820906
1064,,Female,58990,42.18584053,44,29-11-2025,Electronics,0,4.918766986
1065,41,Female,29873,270.1517306,31,30-11-2025,Books,0,3.590638343
1066,48,Other,102542,427.9552662,43,01-12-2025,Clothing,0,4.667293168
1067,23,Other,105761,7.41781068,13,02-12-2025,Home,1,3.570967602
1068,19,Female,56444,468.6473458,48,03-12-2025,Electronics,0,1.132785944
1069,37,Male,55340,57.60786323,18,04-12-2025,Clothing,1,4.98705034
1070,45,Other,25033,421.7818464,17,05-12-2025,Home,1,1.395809207
1071,28,Male,93324,244.0131087,17,06-12-2025,Toys,1,3.730567206
1072,21,Other,35689,331.3819067,11,07-12-2025,Clothing,1,2.011344812
1073,32,Male,107134,257.7880773,20,08-12-2025,Toys,1,2.567924452
,23,Male,115239,241.1388715,10,09-12-2025,Books,0,3.583736739
1075,66,Male,20066,418.275217,29,10-12-2025,Toys,1,2.745949397
1076,47,Female,65246,379.1637579,48,11-12-2025,Clothing,1,2.002184236
1077,55,Male,27533,244.2841071,34,12-12-2025,Toys,1,2.337784748
1078,68,Male,100639,60.25978505,17,13-12-2025,Electronics,0,2.366192468
1079,19,Male,90152,62.12446486,42,14-12-2025,Clothing,1,4.837295618
1080,32,Other,79658,401.7620331,13,15-12-2025,Home,1,4.194452064
1081,28,Male,58498,267.0483576,44,16-12-2025,Toys,1,2.834195086
1082,25,Other,31772,243.3866244,47,17-12-2025,Electronics,1,1.799283681
1083,43,Male,109385,341.8805865,39,18-12-2025,Books,0,4.244064441
1084,68,Male,69036,430.1265838,27,19-12-2025,Books,1,1.628729886
1085,62,Female,78531,316.2922065,26,20-12-2025,Toys,0,1.841848869
1086,61,Other,32940,382.6097117,28,21-12-2025,Books,0,2.464053567
1087,22,Male,36932,383.8089094,13,22-12-2025,,1,4.521392783
1088,23,Other,115305,181.3494172,12,23-12-2025,Clothing,1,1.527146675
1089,43,Other,76827,140.6711818,44,24-12-2025,Electronics,0,1.488936771
1090,21,Female,81431,401.5762133,28,25-12-2025,Toys,1,2.975899953
1091,36,Female,44648,191.7035019,2,26-12-2025,Books,1,2.105642164
1092,37,Female,52966,452.1513232,37,27-12-2025,Clothing,1,3.274911767
1093,50,Female,47777,39.49689488,34,28-12-2025,Home,0,2.806546739
1094,37,Female,52567,33.81766848,23,29-12-2025,Books,0,2.739836425
1095,66,Female,37174,463.8670593,45,30-12-2025,Books,1,1.447891882
1096,29,Female,62598,325.9851825,29,31-12-2025,Electronics,1,1.564198761
1097,64,Female,79199,192.9016814,35,01-01-2026,Home,0,4.28431431
1098,18,Male,33798,378.7549053,11,02-01-2026,Home,0,4.54353095
1099,43,,85364,337.8017709,,03-01-2026,Toys,0,1.938734132
1100,31,Female,37558,267.9445182,33,04-01-2026,Electronics,0,1.453842006
1101,55,Female,,53.94230462,11,05-01-2026,Toys,0,1.213666688
1102,54,Other,64237,407.0288957,9,06-01-2026,Electronics,0,3.433190455
1103,28,Male,85497,433.6814794,14,07-01-2026,Home,0,3.86141285
1104,53,Other,20178,90.22350083,9,08-01-2026,Electronics,1,2.491239957
1105,30,Other,106006,426.0032677,39,09-01-2026,Electronics,0,3.71870347
1106,60,Female,37118,439.534419,48,10-01-2026,Electronics,0,3.851835262
1107,20,Other,42616,276.9671631,3,11-01-2026,Clothing,1,4.741369126
1108,50,Other,20798,329.8086229,29,12-01-2026,Clothing,1,1.259494551
1109,23,Female,27601,194.2074734,19,13-01-2026,Home,1,1.769166893
1110,67,Female,45363,144.4868655,36,14-01-2026,Electronics,0,1.27410395
1111,27,Female,22795,362.3816577,32,15-01-2026,Home,0,4.471975733
1112,22,Female,117462,431.6281988,7,16-01-2026,Clothing,1,4.17034864
1113,40,Other,65264,328.7683887,28,17-01-2026,Electronics,1,3.298568282
1114,27,Other,92833,258.2373523,44,18-01-2026,Toys,1,1.33465364
1115,61,Male,23084,83.66775959,18,19-01-2026,Clothing,0,2.093249435
1116,19,Male,115865,31.46206274,5,20-01-2026,Clothing,1,2.190879392
1117,30,Other,96646,,23,21-01-2026,Clothing,0,3.242972784
1118,57,Male,20731,29.42803403,22,22-01-2026,Electronics,0,2.032175576
1119,19,Other,21129,,26,23-01-2026,Books,0,1.291839456
1120,37,Male,48022,194.4509497,42,24-01-2026,Toys,0,3.923049207
1121,18,Female,21605,379.8086142,12,25-01-2026,Toys,1,2.196320847
1122,54,Male,97506,156.2960059,40,26-01-2026,Home,1,2.809496708
1123,26,Female,64130,298.526437,19,27-01-2026,Electronics,1,1.51066654
1124,34,Female,49265,271.1533433,47,28-01-2026,Clothing,0,4.210193214
1125,26,Female,52330,7.332650634,1,29-01-2026,Books,1,3.262127508
1126,28,Female,88469,40.83275214,3,30-01-2026,Electronics,0,4.606342505
1127,32,Male,35187,148.7322652,27,31-01-2026,Electronics,0,2.981886252
1128,41,Other,45791,441.7063651,18,01-02-2026,Books,0,4.765702687
1129,55,Female,110436,77.77240268,30,02-02-2026,Clothing,1,4.567472818
1130,52,Male,90610,356.8926936,2,03-02-2026,Electronics,0,3.305839426
1131,47,Female,111962,486.8164502,5,04-02-2026,Toys,0,4.735573753
1132,48,Male,59867,396.3309386,29,05-02-2026,Toys,1,2.292354989
1133,66,Male,20893,125.257954,33,06-02-2026,Books,1,2.462568651
